Index[#version],Pointer[#version|],Original,Translated
000,0x958e1,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
001,0x958e3,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
002,0x958e5,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
003,0x958e7,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
004,0x958e9,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
005,0x958eb,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
006,0x958ed,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
007,0x958ef,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
008,0x958f1,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
009,0x958f3,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
010,0x958f5,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,
011,0x958f7,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,
012,0x958f9,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,
013,0x958fb,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,
014,0x958fd,<SFF>「まもる」「せっち」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
015,0x958ff,<SFF>「まもる」「せっち」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
016,0x95901,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
017,0x95903,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
018,0x95905,<SFF>「なぐる」などの 攻撃パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
019,0x95907,<SFF>「なおす」「とくしゅ」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
020,0x95909,<SFF>「まもる」「せっち」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
021,0x9590b,<SFF>「まもる」「せっち」のパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
022,0x9590d,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
023,0x9590f,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
024,0x95911,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
025,0x95913,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
026,0x95915,<SFF>脚部パ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
027,0x95917,<SFF>のこリ そうこうの 高いパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
028,0x95919,<SFF>症状の ついていないパ-ツを<CD>ゆうせんてきに ねらって 行動する<*04>,
029,0x9591b,<SFF>ランダムに パ-ツを<CD>ねらって 行動する<*04>,
030,0x9591d,<FINAL>,
031,0x9591f,=0x9591d,=0x9591d
032,0x95921,=0x9591d,=0x9591d
033,0x95923,=0x9591d,=0x9591d
034,0x95925,=0x9591d,=0x9591d
035,0x95927,=0x9591d,=0x9591d
036,0x95929,=0x9591d,=0x9591d
037,0x9592b,=0x9591d,=0x9591d
038,0x9592d,=0x9591d,=0x9591d
039,0x9592f,=0x9591d,=0x9591d
040,0x95931,=0x9591d,=0x9591d
041,0x95933,=0x9591d,=0x9591d
042,0x95935,=0x9591d,=0x9591d
043,0x95937,=0x9591d,=0x9591d
044,0x95939,=0x9591d,=0x9591d
045,0x9593b,=0x9591d,=0x9591d
046,0x9593d,=0x9591d,=0x9591d
047,0x9593f,=0x9591d,=0x9591d
048,0x95941,=0x9591d,=0x9591d
049,0x95943,=0x9591d,=0x9591d
050,0x95945,=0x9591d,=0x9591d
051,0x95947,=0x9591d,=0x9591d
052,0x95949,=0x9591d,=0x9591d
053,0x9594b,=0x9591d,=0x9591d
054,0x9594d,=0x9591d,=0x9591d
055,0x9594f,=0x9591d,=0x9591d
056,0x95951,=0x9591d,=0x9591d
057,0x95953,=0x9591d,=0x9591d
058,0x95955,=0x9591d,=0x9591d
059,0x95957,=0x9591d,=0x9591d
060,0x95959,=0x9591d,=0x9591d
061,0x9595b,=0x9591d,=0x9591d
062,0x9595d,=0x9591d,=0x9591d
063,0x9595f,=0x9591d,=0x9591d
