Index[#version],Pointer[#version|],Original,Translated
000,0x21c000,"<@RL,Boy2,00>あ きみたちは さっきの...<CF><D1><@RL,Spyke,00>さっきは あねごに なめたまね<CD>してくれたじゃね-か!<CF><D1><@RL,Boy2,00>あの女の子のこと? もしかして<CD>どこか けがを したのかい?<CF><D1><@RL,Spyke,00>ふん! お前みたいな やさ男に<CD>けが させられるほど<CF><D1>あねごは やわじゃねえ!<CF><D1>だけど おれたち スクリュ-ズの<CD>ボス ふうリんのキクヒメに<CF><D1>ぶつかっておいて「ごめん」じゃ<CD>すまね-よなぁ<CF><D1><@RL,Boy2,00>「ふうリんのキクヒメ」?<CF><D1><@RL,Spyke,03>おう あねごが<CD>ふうリんの キクヒメで<CF><D1>おれが せんこうのイワノイ<CD>そして こいつが<CF><D1><@RL,Sloan,01>うちわのカガミヤマだ!<CF><D1><@RL,Spyke,03>3人合わせて なく子も だまる<CD>スクリュ-ズって わけよ!<CF><D1><@RL,Sloan,00>わけだ!<CF><D1><@LL,Ikki,05>何 言ってんだか<CF><D1><@RL,Boy2,00>それで そのスクリュ-ズの人たちが<CD>ぼくに 何のよう?<CF><D1><@RL,Spyke,03>あねごの かたきを<CD>うちに 来たのさ!<CF><D1>あねごは お前と ぶつかってから<CF><D1>ホテルのヘやで ずっと ぼ--っと<CD>したまんま ヘんじも しなくなった<CF><D1>こうなったのも 全て お前と<CD>ぶつかったせいだ!<CF><D1><@RL,Sloan,02>せいだ!<CF><D1><@RL,Boy2,03>えっ そんな...<CF><D1><@LL,Ikki,05>また ヘんな 言いがかリを<CF><D1><@RL,Spyke,03>かくごしろよ!<CF><D1><@LL,Ikki,02>まったく!","<@RL,Boy2,00>Oh, aren't you...<CF><D1><@RL,Spyke,00>You really made light of our boss earlier!<CF><D1><@RL,Boy2,00>Do you mean, that girl? Did she get hurt somehow?<CF><D1><@RL,Spyke,00>Hmph! She's not so weak that a frail guy like you would be able to hurt her!<CF><D1>But, ""Sorry~"" isn't enough to make up for bumping into Samantha the Swift, the boss of the Screws herself! <CF><D1><@RL,Boy2,00>Samantha the Swift?<CF><D1><@RL,Spyke,03>Yeah! Our boss is Samantha the Swift. I'm Spyke the Flash! And this guy is...<CF><D1><@RL,Sloan,01>Sloan the Fan!<CF><D1><@RL,Spyke,03>We never let up even if you cry! Together, we are the Screws!<CF><D1><@RL,Sloan,00>That's right!<CF><D1><@LL,Ikki,05>What are they on about?<CF><D1><@RL,Boy2,00>So, what do the Screws want from me?<CF><D1><@RL,Spyke,03>We're here to avenge our boss!<CF><D1>After you bumped into her, she's been staring at nothing in her hotel room all day! She won't even respond when we try to talk to her!<CF><D1>And it's all your fault!<CF><D1><@RL,Sloan,02>Your fault!<CF><D1><@RL,Boy2,03>Eh? But...<CF><D1><@LL,Ikki,05>They're accusing someone of something strange again...<CF><D1><@RL,Spyke,03>Prepare yourself!<CF><D1><@LL,Ikki,02>Geez!"
001,0x21c002,"<@RL,Spyke,01>あっ あねごっ!<CD>元気に なったんですかい!?<CF><D1><@CC,CLEAR,FF>ドカッ! バキッ!","<@RL,Spyke,01>Boss! Are you okay now?<CF><D1><@CC,CLEAR,FF><f09>WHACK! BAM!"
002,0x21c004,"<@RL,Spyke,05>わあっ!<CF><D1><@RL,Sloan,03>イ イタイ...<CF><D1><@RL,Samantha,02>勝手なまね すんじゃないよっ!","<@RL,Spyke,05>Woah!<CF><D1><@RL,Sloan,03>T-that hurts...<CF><D1><@RL,Samantha,02>Don't go doing things I didn't ask for!"
003,0x21c006,"<@RL,Samantha,04>ごめんなさぁい<CD>けが しなかったあ?<CF><D1><@RL,Boy2,00>あ うん ぼくは<CD>だいじょうぶ...だけど<CF><D1><@RL,Samantha,03>よかったぁ こんどから 何か<CD>こまったことが あったら<CF><D1>言ってよねぇ<CD>あたし 力に なるからさぁ<CF><D1><@RL,Boy2,00>???<CD>あ...あリがとう...","<@RL,Samantha,04>Sorry~ Are you hurt?<CF><D1><@RL,Boy2,00>Uh, I'm not hurt. Not me, at least.<CF><D1><@RL,Samantha,03>Thank goodness... If you ever run into any problems, just let me know. I'll be there to help.<CF><D1><@RL,Boy2,00>??? T-thank you...?"
004,0x21c008,"<@RL,Samantha,02>行くよ! お前たち!","<@RL,Samantha,02>Hey, we're leaving!"
005,0x21c00a,"<@RL,Spyke,04>そんなぁ あねごぉ-","<@RL,Spyke,04>But... Boss!"
006,0x21c00c,"<@RL,Sloan,00>まって!","<@RL,Sloan,00>Wait!"
007,0x21c00e,"<@LL,Ikki,05>な...何だったんだ...","<@LL,Ikki,05>W-what was that all about?"
008,0x21c010,"<@LL,Ikki,00>あの","<@LL,Ikki,00>Um..."
009,0x21c012,"<@RL,Boy2,00>? きみは?<CF><D1><@LL,Ikki,00>あ とつぜんごめん<CD>その さっきのことなんだけど<CF><D1><@RL,Boy2,00>スクリュ-ズとか言う<CD>人たちのこと?<CF><D1><@LL,Ikki,00>うん そうなんだけど<CF><D1>やつらとは ちょっとした<CD>知リ合いだから 気になったんだ<CF><D1>何が あったか おしえてくれない?<CF><D1><@RL,Boy2,00>さっき あの キクヒメって<CD>女の子と ぶつかったんだ<CF><D1><@LL,Ikki,00>うん それで?<CF><D1><@RL,Boy2,00>それだけだよ<CF><D1><@LL,Ikki,00>そっ それだけ?<CF><D1><@RL,Boy2,00>うん<CF><D1><@LL,Ikki,05>えぇ?<CF><D1><@RL,Boy2,00>あ もう ぼく 行かなきゃ!<CD>それじゃ!<CF><D1><@LL,Ikki,07>あっ!","<@RL,Boy2,00>? Who are you?<CF><D1><@LL,Ikki,00>Oh, sorry for bothering you. About what just happened with those guys...<CF><D1><@RL,Boy2,00>The Screws... or whatever they called themselves?<CF><D1><@LL,Ikki,00>Yeah, I'm curious since I'm kinda acquainted with those people.<CF><D1>Do you mind telling me the whole story?<CF><D1><@RL,Boy2,00>The girl, Samantha... I bumped into her earlier.<CF><D1><@LL,Ikki,00>I see... and?<CF><D1><@RL,Boy2,00>That's it.<CF><D1><@LL,Ikki,00>T-that's it?<CF><D1><@RL,Boy2,00>Yeah.<CF><D1><@LL,Ikki,05>Huh?<CF><D1><@RL,Boy2,00>Oh, I gotta go. Bye!<CF><D1><@LL,Ikki,07>Ah..."
