Index[#version],Pointer[#version|],Original,Translated
000,0x23c000,"<@RL,Seseri,00>あの レトルトレディとかって 人<CD><&BUF03>くん 知ってるの?<CF><D1><@LL,Ikki,05>(うっ...!)<CF><D1><@LL,Ikki,04>あ あとのことは<CD>ぼくに まかせてください!<CF><D1>セセリさん 研究とかで<CD>いそがしいんでしょ?<CF><D1><@RL,Seseri,00>それは まあ...ね<CD>でも...<CF><D1><@LL,Ikki,04>ほ ほら ぼく ロボトルも<CD>じゅうぶん つよいし!<CF><D1><@RL,Seseri,00>そう?<CF><D1><@RL,Seseri,01>分かったわ おねがいするわね<CD>だけど あまリ むちゃしちゃダメよ<CF><D1><@LL,Ikki,01>は-い!","<@RL,Seseri,00><&BUF03>, you know who that Lady Retort is?<CF><D1><@LL,Ikki,05>(Oops...!)<CF><D1><@LL,Ikki,04>J-just leave the rest to me!<CF><D1>Seseri, aren't you busy with your research?<CF><D1><@RL,Seseri,00>Well... True, but...<CF><D1><@LL,Ikki,04>R-right? I'm plenty strong in Robattles!<CF><D1><@RL,Seseri,00>Is that so?<CF><D1><@RL,Seseri,01>Alright, I'm leaving it to you. But, don't be rash, okay?<CF><D1><@LL,Ikki,01>Okay~!"
001,0x23c002,"<@LL,Ikki,05>あぶないなぁ キララさん...<CF><D1><@LL,Ikki,00>さてと 手がかリは ないし<CD>もういちど セレクトしぶに<CF><D1>行ってみようかな?","<@LL,Ikki,05>Ms. Kirara, that was so close...<CF><D1><@LL,Ikki,00>Well, can't do anything without clues. Should I go to Select Branch one more time?"
002,0x23c004,"<@RL,SelectCorpsGrunt,00>たいいんの ほうこくを<CD>まっているで あリます","<@RL,SelectCorpsGrunt,00>I'm waiting for reports from the troops."
003,0x23c006,"<@RL,SelectCorpsGrunt,00>メダルはつ電所からは<CD>まだ みかいしゅうで あリました<CF><D1>「ノ-ス」メダルが<CD>うばわれた もようで あリます!<CF><D1><@RL,PhantomRenegade,01>ふははははは!","<@RL,SelectCorpsGrunt,00>Things haven't been retrieved from the Medal Power Plant.<CF><D1>It seems that <f02>North<f00> Medal has been stolen!<CF><D1><@RL,PhantomRenegade,01>Fuahahahahaha!"
004,0x23c008,"<@RL,SelectCorpsGrunt,03>くせ者で あリます!","<@RL,SelectCorpsGrunt,03>You knave!"
005,0x23c00a,"<@LL,Ikki,06>ぼくも 行こう!","<@LL,Ikki,06>Let's go!"
006,0x23c00c,"<@RL,SelectCorpsGrunt,00>快盗レトルト...あなどれない<CD>やつで あリます!","<@RL,SelectCorpsGrunt,00>Phantom Retort... He's not an ordinary thief!"
007,0x23c00e,"<@LL,Ikki,00>えっと-...","<@LL,Ikki,00>Um..."
008,0x23c010,"<@RL,PhantomRenegade,01>ふはははは!<CF><D1><@RL,SelectCorpsGrunt,03>まつで あリますっ!!<CF><D1><@RL,Man,00>わ-!<CF><D1><@RL,Lady2,00>きゃ-っ!!","<@RL,PhantomRenegade,01>Fuahahahaha!<CF><D1><@RL,SelectCorpsGrunt,03>Hold it right there!!<CF><D1><@RL,Man,00>Woah!<CF><D1><@RL,Lady2,00>Kyaah!!"
009,0x23c012,"<@RL,SelectCorpsGrunt,00>にげられたで あリます...<CF><D1><@LL,Ikki,05>ええぇ-?","<@RL,SelectCorpsGrunt,00>He got away...<CF><D1><@LL,Ikki,05>Eeeh?"
