Index[#version],Pointer[#version|],Original,Translated
000,0x1f8000,"<@LL,Ikki,04>あのさ ママ<CD>おねがいがあるんだけど<CF><D1><@RL,IkkiMom,00>朝ごはんを 食ベてから!<CF><D1><@LL,Ikki,00>ア-スモ-ルって ところに<CD>行きたいんだ<CF><D1>メダロットの大会があるんだよ","<@LL,Ikki,04>Um, mom? Can I ask something?<CF><D1><@RL,Ikki,00>After you finish your breakfast!<CF><D1><@LL,Ikki,00>I wanna go to Earth Mall.<CF><D1>They're holding a Medarot tournament there."
001,0x1f8002,"<@RL,IkkiMom,00>ア-スモ-ル? 聞いたことないわね<CD>どこにあるの?  ","<@RL,IkkiMom,00>Earth Mall? Never heard of it. Where is that?"
002,0x1f8004,"<@LL,Ikki,05>さあ...<CF><D1><@RL,IkkiMom,01>行き先も 知らないの?<CD>じゃ ダ.メ!","<@LL,Ikki,05>I dunno...<CF><D1><@RL,Ikki,01>You don't even know where it is? Then NO!"
003,0x1f8006,"<@RL,IkkiDad,00>まあ いいじゃないか<CF><D1><&BUF0A>も もう<CD>小さな子どもじゃない<CF><D1>男には ぼうけんがひつようだ","<@RL,IkkiDad,00>Now, now.<CF><D1><&BUF0A> is not a small child anymore.<CF><D1>Every man needs to go on an adventure."
004,0x1f8008,"<@RL,IkkiDad,01>なっ <&BUF0A><CD>","<@RL,IkkiDad,01>Right, <&BUF0A>?"
005,0x1f800a,"<@RL,IkkiMom,01>もうっ! パパったら!<CF><D1><@LL,Ikki,05>おねがいだよママ! もうすぐ<CD>ハチロウが むかえに来るんだ!","<@RL,IkkiMom,01>Geez! Not you too, dear!<CF><D1><@LL,IkkiMom,05>I'm begging you, mom! Hachiro is already on his way!"
006,0x1f800c,"<@RL,Salty,00>わんわん","<@RL,Salty,00>Woof woof."
007,0x1f800e,"<@LL,Ikki,07>あっ ほら <CD>ハチロウが むかえに来た","<@LL,Ikki,07>See? He's here to pick me up."
008,0x1f8010,"<@RL,IkkiMom,01>あっ! まちなさい<CD><&BUF0A>!!","<@RL,IkkiMom,01>Hold it right there <&BUF0A>!!"
009,0x1f8012,"<@RL,Salty,00>わんわん","<@RL,Salty,00>Woof woof."
010,0x1f8014,"<@RL,Butter,00>わっ!!","<@RL,Butter,00>Whoa!!"
011,0x1f8016,"<@LL,Ikki,02>こら! ソルティ!","<@LL,Ikki,02>Salty, hey!"
012,0x1f8018,"<@RL,Butter,00><&BUF0A>さま<CD>お おむかえに上がリました","<@RL,Butter,00>Sir <&BUF0A>, we have come for you."
013,0x1f801a,"<@RL,IkkiDad,01>おっ リムジンが おでむかえか<CF><D1>う-ん パパはちょっぴリ<CD><&BUF0A>が うらやましいぞ","<@RL,IkkiDad,01>Oh, you're going in a limousine?<CF><D1>Hm... You're making dad a bit jealous, <&BUF0A>."
