Index[#version],Pointer[#version|],Original,Translated
000,0x1f0000,"<@RL,DrAki,00>そうじゃ!<CD>しかしの そのメダルは 今は<CF><D1>しんでおるようなんじゃ<CF><D1><@LL,Ikki,00>えっ?<CF><D1><@RL,DrAki,02>そのメダルからは<CD>フォ-スが かんちできんのじゃ<CF><D1>それが メダルに なるには<CD>フォ-スとよばれる「何か」が<CF><D1>足リんのじゃ<CF><D1><@LL,Ikki,00>フォ-ス...<CF><D1><@RL,DrAki,00>そこでじゃ お前さんに<CD>たのみが ある<CF><D1>この6負かヘい石を あずかって<CD>くれんか?<CF><D1><@LL,Ikki,07>ええっ!?<CF><D1><@RL,DrAki,00>研究所の中だけでは 分からんことも<CD>あるからの<CF><D1>お前さんなら あるいは...<CD>ほれ うけとれ","<@RL,DrAki,00>That's right! But the Medal currently seems to be inert.<CF><D1><@LL,Ikki,00>Eh?<CF><D1><@RL,DrAki,02>No force can be sensed from that Medal, but in order to be a Medal it must have that ""something,"" or force.<CF><D1><@RL,DrAki,00>That's where you come in. Could you hold on to the 6-Sided Nummulite for me?<CF><D1><@LL,Ikki,07>Eeh!?<CF><D1><@RL,DrAki,00>There are some things that can't be understood within a lab. Perhaps you'll be able to figure it out... Here take it."
001,0x1f0002,"<@LL,Ikki,07>こ こんなに たくさん?<CF><D1><@RL,DrAki,01>研究には 1まいあれば こと足リる<CD>いいから 持っていけ<CF><D1><@RL,DrAki,00>話は 変わるがの...お前さん<CF><D1>メダロットには げんかいが あると<CD>思うかの?<CF><D1><@LL,Ikki,00>げんかい? つよさの げんかいかな?<CF><D1><@RL,DrAki,00>わしは ないと 思っておる たとえば<CD>「2だんかい目の 変形」とかの<CF><D1><@LL,Ikki,07>2番目の 変形が あるんですか!?<CF><D1><@RL,DrAki,00>いや まだ研究だんかい じゃからのぉ<CD>本当に できるかどうか わからん<CF><D1>そもそも 1だんかい目の変形<CD>「レクリスモ-ド」...<CF><D1>いわゆる メダチェンジが 今 できる<CD>パワ-アップの げんかいじゃ<CF><D1>しかし かいはつ中の<CD>オプションパ-ツで<CF><D1>さらなる パワ-アップが<CD>かのうと なるやもしれん<CF><D1>それが 今 わしが 研究しておる<CD>「クラフティモ-ド」じゃ<CF><D1>じゃが その パワ-を<CD>人間は どう あつかうのか...<CF><D1><@LL,Ikki,05>わるいことに 使うかもってことですか<CF><D1><@RL,DrAki,01>使い方を まちがえなければ 「力」は<CD>とても すばらしいものじゃ<CF><D1>だから この研究も やる かちは<CD>あるはずじゃて...じゃからの<CF><D1>メダロットの 使い方を まちがえない<CD>ように ヒカルや お前さんに<CF><D1>がんばってもらいたいのじゃよ<CF><D1><@LL,Ikki,04>ぼくじゃ 力ぶそくかも しれないけど<CD>がんばリます<CF><D1><@RL,DrAki,01>よし! その いきじゃ!<CD>では さっそく これを...<CF><D1><@LL,Ikki,07>これは!? かいはつ中の パ-ツ?<CF><D1><@RL,DrAki,01>そうじゃ 3つしかないからの<CD>ここぞという時に 使うんじゃぞ!<CF><D1><@LL,Ikki,05>あ- はかせ それ ぼくに<CD>モニタ-になれってことですよね","<@LL,Ikki,07>Th-there are this many?<CF><D1><@RL,DrAki,01>We only need one for research, so take it.<CF><D1><@RL,DrAki,00>Changing topics... Do you think your Medarot has a limit?<CF><D1><@LL,Ikki,00>A limit? Like a limit to its strength?<CF><D1><@RL,DrAki,00>I don't believe there is one. Take the ""second transformation"" for example.<CF><D1><@LL,Ikki,07>There's a second transformation?<CF><D1><@RL,DrAki,00>Well, it's still in the R&D phase, so I'm not sure of its feasibility. The first transformation ""Reckless Mode""... what we call Medachange, is a limited power-up, but with the development of optional parts, a further power-up may be possible. That is what I'm researching now, the ""Crafty Mode."" But the issue is, how people will handle such power.<CF><D1><@LL,Ikki,05>Are you saying it could be used for evil?<CF><D1><@RL,DrAki,01>When used correctly, ""power"" is wonderous. With research, there should be a way to do it, but I want Hikaru and you to take care to use your Medarots correctly.<CF><D1><@LL,Ikki,04>I may not have much power, but I'll do my best.<CF><D1><@RL,DrAki,01>Good! That's the spirit! Well, let's do this...<CF><D1><@LL,Ikki,07>This is!? A developmental part?<CF><D1><@RL,DrAki,01>That's right. There are only three of them, so we have to use them well!<CF><D1><@LL,Ikki,05>Ah, do you want me to be a tester, Professor?"
002,0x1f0004,"<@RL,DrAki,03>そそ そんなこと ないぞい!<CF><D1>まだまだ デ-タが足リないからって<CD>お前さんに 使ってもらって<CF><D1>デ-タをとろうなんて 少しも<CD>考えておらん!<CF><D1><@RL,DrAki,02>...とは 言いきれないんじゃ<CD>使ってもらえんかのぅ?<CF><D1><@LL,Ikki,04>ははは いいですよ はかせ<CD>ぼくの変形パ-ツの おんがえしです<CF><D1>モニタ-でも 何でもやリますよ<CF><D1><@RL,DrAki,01>うむ では たのんだぞい!","<@RL,DrAki,03>Th-th-that isn't the case!<CF><D1>It isn't that we lack data and need you to gather some!<CF><D1><@RL,DrAki,02>...But I can't really say that I don't want you to use it, you know?<CF><D1><@LL,Ikki,04>Hahaha, it's okay Professor. I owe you one for fixing my transformation parts. I'll test whatever you need me to.<CF><D1><@RL,DrAki,01>Well then, I'll leave it to you!"
003,0x1f0006,"<@LL,Ikki,00>なぞに つつまれた<CD>「6負かヘい石」だ<CF><D1>全ての メダルは<CD>はじめは こんなのだっかのかも","<@LL,Ikki,00>A <f02>6-Sided Nummulite<f00> that's shrouded in mystery.<CF><D1>Maybe this is how all medals started out."
004,0x1f0008,"<@LL,Ikki,04>さてと 次の大会に そなえて<CD>家で 休んで おくかな","<@LL,Ikki,04>Now then, I should rest at home and get ready for the next tournament."
005,0x1f000a,"<@LL,Ikki,01>ただいま-!<CF><D1><@RL,IkkiMom,02><&BUF0A> ごはんは?<CF><D1><@LL,Ikki,01>食ベる 食ベる!<CF><D1><@RL,IkkiDad,01>どうだった? <&BUF0A><CD>こんどの しょうぶは<CF><D1><@LL,Ikki,04>うん! こんどはね...","<@LL,Ikki,01>I'm home!<CF><D1><@RL,IkkiMom,02>Do you want dinner, <&BUF0A>?<CF><D1><@LL,Ikki,01>Let's eat, let's eat!<CF><D1><@RL,IkkiDad,01>The battle this time, how was it, <&BUF0A>?<CF><D1><@LL,Ikki,04>Yeah! This time..."
006,0x1f000c,"<@LL,Ikki,01>あ- おなか いっぱい!<CD>ごちそうさま-!<CF><D1><@RL,IkkiMom,01><&BUF0A><CD>夜ふかし しないで 早く<CF><D1><@RL,IkkiMom,02>ねなきゃ ダ.メ.よ!<CF><D1><@LL,Ikki,04>はぁ-い!<CD>じゃ パパ ママ おやすみなさい<CF><D1><@RL,IkkiDad,01>お-! おやすみ<CF><D1><@RL,IkkiMom,02>おやすみ","<@LL,Ikki,01>Aah, I'm stuffed! Thanks for the food!<CF><D1><@RL,IkkiMom,01><&BUF0A>, get some sleep. Don't stay up too late.<CF><D1><@RL,IkkiMom,02>It's not good for you!<CF><D1><@LL,Ikki,04>Yeees!<D3>Well, mom and dad, good night.<CF><D1><@RL,IkkiDad,01>Ooh! Good night.<CF><D1><@RL,IkkiMom,02>Good night."
007,0x1f000e,"<@LL,Ikki,04>夜ふかし するなと 言われると<CD>したくなっちゃうな えヘヘ","<@LL,Ikki,04>Whenever I get told not to stay up, I always want to. Ehehe"
008,0x1f0010,"<@LL,Ikki,05>下に おリたら<CD>ママに おこられちゃうや","<@LL,Ikki,05>Mom'll get mad if I go downstairs."
009,0x1f0012,"<@LL,Ikki,04>パソコンを 立ち上げてっと","<@LL,Ikki,04>Let's turn on the computer."
