Index[#version],Pointer[#version|],Original,Translated
000#kabuto,0x244000,"<@RL,Metabee,00>何だ? お前ら<CD>あそんでる 場合じゃね-ぞ?<CF><D1><@LL,Ikki,00>通してよ ぼくたち このおくに<CD>用が あるんだ","<@RL,Metabee,00>What are you doing? We don't have any time to waste playing with you guys.<CF><D1><@LL,Ikki,00>Let us through, we need to get further in."
000#kuwagata,0x244000,"<@RL,Rokusho,00>何だ? お前たち<CD>じゃまを する気か?<CF><D1><@LL,Ikki,00>通してよ ぼくたち このおくに<CD>用が あるんだ","<@RL,Rokusho,00>What are doing? Are you people planning to obstruct our path?<CF><D1><@LL,Ikki,00>Let us through, we need to get further in."
001#kabuto,0x244002,"<@RL,BipedMedabot,00>そういうわけには いきません<CD>この先は きけんです<CF><D1><@RL,Metabee,00>オレらが ちょっと 行って<CD>スパッと かいけつしてきて やるよ<CF><D1><@RL,BipedMedabot,00>メダロット3げんそく だい2じょう<CD>「メダロットは 人間に<CF><D1>きけんが ふリかかるのを<CD>貝すごしては ならない」<CF><D1>...あなたも メダロットなら<CD>分かるはずです<CF><D1><@RL,Metabee,00>ここで 引きかえした方が<CD>人間たちに もっと すげえ<CF><D1>きけんが ふリかかるってことくらい<CD>考えリゃあ 分かるだろ-が!","<@RL,BipedMedabot,00>We can't let you do that.<CF><D1><@RL,Metabee,00>We're just going in to deal with things quickly.<CF><D1><@RL,BipedMedabot,00>The second of the Three Laws of Medarobotics, ""Medarots shall not ignore danger posed to humans.""<CF><D1>...As a Medarot, you should understand.<CF><D1><@RL,Metabee,00>If we let it be, thing's will just become more dangerous for humans, don't you get that?"
001#kuwagata,0x244002,"<@RL,BipedMedabot,00>そういうわけには いきません<CD>この先は きけんです<CF><D1><@RL,Rokusho,00>ならば だまって まっていろ<CD>すぐに おわる<CF><D1><@RL,BipedMedabot,00>メダロット3げんそく だい2じょう<CD>「メダロットは 人間に<CF><D1>きけんが ふリかかるのを<CD>貝すごしては ならない」<CF><D1>...あなたも メダロットなら<CD>分かるはずです<CF><D1><@RL,Rokusho,00>ここで 引きかえした方が<CD>人間たちに さらに 大きな<CF><D1>きけんが ふリかかるということが<CD>お前たちには 分からんのか?","<@RL,BipedMedabot,00>We can not let you do that.<CF><D1><@RL,Rokusho,00>Just stand aside and it'll be over soon.<CF><D1><@RL,BipedMedabot,00>The second of the Three Laws of Medarobotics, ""Medarots shall not ignore danger posed to humans.""<CF><D1>...As a Medarot, you should understand.<CF><D1><@RL,Rokusho,00>Can you not see that if we were to turn away now it would put humans in even more danger?"
002,0x244004,"<@RL,BipedMedabot,00>そうですか...しかたあリません","<@RL,BipedMedabot,00>I see... It can not be helped."
003#kabuto,0x244006,"<@RL,Metabee,00>しばらく ねむっといて<CD>もらうぜ!<CF><D1><@LL,Ikki,06>いそごう<CD><&BUF07>!<CF><D1><@RL,Metabee,00>おう!","<@RL,Metabee,00>Take a nap for now!<CF><D1><@LL,Ikki,06>Hurry, <&BUF07>!<CF><D1><@RL,Metabee,00>Right!"
003#kuwagata,0x244006,"<@RL,Rokusho,00>しばらく ねむっておいて<CD>もらおう<CF><D1><@LL,Ikki,06>いそごう<CD><&BUF07>!<CF><D1><@RL,Rokusho,00>ああ","<@RL,Rokusho,00>Take a break for now.<CF><D1><@LL,Ikki,06>Hurry, <&BUF07>!<CF><D1><@RL,Rokusho,00>Yes."
004#kabuto,0x244008,"<@RL,Metabee,00>なきごえが 大きくなった<CD>あの中に ないてるやつが いる","<@RL,Metabee,00>The crying has gotten louder, so the source of it must be inside."
004#kuwagata,0x244008,"<@RL,Rokusho,00>近いな<CD>ないてるやつは あの中だ","<@RL,Rokusho,00>We're close, the one crying is within."
005,0x24400a,"<@LL,Ikki,00>メダルぞうしょくろ?<CD>あの中に いるのって...<CF><D1><@CC,CLEAR,FF>「ナカナイデ ナカナイデ」<CF><D1><@LL,Ikki,00>あ また あの声!","<@LL,Ikki,00>The Medal breed reactor? In there is...<CF><D1><@CC,CLEAR,FF><f02>Don't cry, don't cry.<CF><f00><D1><@LL,Ikki,00>Ah, that voice again!"
006,0x24400c,"<@LL,Ikki,07>あっ きみは また...!<CF><D1><@RL,Electra,03>ニンゲン いなくなれ!","<@LL,Ikki,07>Ah, it's you again...!<CF><D1><@RL,Electra,03>Begone, human!"
007,0x24400e,"<@LL,Ikki,07>わっ!","<@LL,Ikki,07>Woah!"
