Index[#version],Pointer[#version|],Original,Translated
000,0x228000,"<@RL,Erika,01>すご-い! やっぱリ ちがうわね!<CD>宇宙って かんじっ!","<@RL,Erika,01>Wow...! This is something else! It really makes you feel like you're in space!"
001,0x228002,"<@RL,Spyke,01>あねご あねご<CD>早く 行きましょうぜ!<CF><D1><@RL,Samantha,03>ガキじゃあるまいし<CD>はしゃいでるんじゃ ないわよぉ<CF><D1><@RL,Sloan,01>宇宙にも おふろ あるかな?","<@RL,Spyke,01>C'mon boss! Let's hurry!<CF><D1><@RL,Samantha,03>Stop frolicking around. You aren't a kid anymore.<CF><D1><@RL,Sloan,01>I wonder if they have any baths in space?"
002,0x228004,"<@RL,Koji,00>それにしても 何で やつらまで<CD>いるんだ?<CF><D1><@RL,Karin,05>みなさん そんなに ばらばらに<CD>なると まい子になって しまいます","<@RL,Koji,00>I'm still baffled about how they're coming with us?<CF><D1><@RL,Karin,05>Don't go off on your own. You're gonna get lost."
003,0x228006,"<@RL,ProbablyHasANameBoy,01>だいじょうぶだよ<CD>まようほど 広くはない","<@RL,ProbablyHasANameBoy,01>Don't worry. This place isn't big enough for anyone to get lost in."
004,0x228008,"<@RL,ProbablyHasANameBoy,01>ここは 宇宙ステ-ション<CD>「ランデブ-」だ<CF><D1>ちきゅうと 月の 中間点さ<CD>キミたちは ここから<CF><D1>月ヘ行くことになる<CD>右に行くと ホテルだ<CF><D1>キミたちの ヘやは とってあるから<CD>休むがいい<CF><D1>しゅっぱつの じゅんびが ととのい<CD>しだい むかえに来るから<CF><D1>いい子で まってるんだよ","<@RL,ProbablyHasANameBoy,01>This is space station <f02>Rendezvous<f00>.<CF>It's the midpoint between the Earth and the Moon.<CF><D1>This is where you'll be staying before heading to the moon.<CF><D1>The hotel is on the right side.<CF><D1>Your rooms have been pre-booked, so go and take a breather.<CF><D1>I'll come get you when everything's ready for departure.<CF><D1>Behave yourselves while you wait."
005,0x22800a,"<@RL,Koji,03>キザな やつ!<CF><D1><@RL,Erika,01>行こっ <&BUF03>!<CF><D1>ここまで来て 休むなんて<CD>もったいないわ<CF><D1><@RL,Koji,00>カリンは少し 休んでおけよ<CD>ヘやに 行こう","<@RL,Koji,03>What a snobby guy!<CF><D1><@RL,Erika,01>Let's go, <&BUF03>!<CF><D1>It's such a waste to rest in the hotel even though we're already in space!<CF><D1><@RL,Koji,00>You should take a rest though, Karin. So let's go to the hotel."
006,0x22800c,"<@LL,Ikki,00>ここから 宇宙ロケットに のれるんだ","<@LL,Ikki,00>So this is where the rocket that takes us to the moon is."
007,0x22800e,"<@RL,Lady2,00>コ-ヒ- こぼさないでね","<@RL,Lady2,00>Don't spill your coffee now."
008,0x228010,"<@RL,Lady2,00>みなさ-ん! こういう時こそ<CD>あわてず さわがず こぼさずに!","<@RL,Lady2,00>Everyone! Now is not the time to panic, so no shouting, and please do not spill any coffee!"
009,0x228012,"<@RL,Lady2,00>ヤダ! コ-ヒ- こぼれちゃったわ","<@RL,Lady2,00>Just my luck! I spilled my coffee."
010,0x228014,"<@RL,Lady2,00>いったい 何? 何の さわぎ?<CD>今ので コ-ヒ- こぼしちゃったわ","<@RL,Lady2,00>Huh? What just happened? I spilled my coffee due to that."
011,0x228016,"<@RL,Man,00>あちっ! コ-ヒ- こぼれちゃったよ","<@RL,Man,00>I knocked my coffee over and got scalded."
012,0x228018,"<@RL,Man,00>何か あったのかい?","<@RL,Man,00>What happened?"
013,0x22801a,"<@RL,SelectCorpsGrunt,00>あ! コ-ヒ-こぼれたで あリます","<@RL,SelectCorpsGrunt,00>Ah nuts, my coffee fell over..."
014,0x22801c,"<@RL,SelectCorpsGrunt,00>さわぎは おさまったようで あリます","<@RL,SelectCorpsGrunt,00>It appears that the ruckus has settled down."
015,0x22801e,"<@RL,Lady2,00>今日の お昼は 何にしようかしら","<@RL,Lady2,00>I wonder what I should have for lunch today."
016,0x228020,"<@RL,Lady2,00>ねえ? 何か あったの?","<@RL,Lady2,00>Tell me, do you know what just happened?"
017,0x228022,"<@RL,Man,00>もう コンビニベんとうにも <CD>あきちゃったよ 毎日食ベてるもんな","<@RL,Man,00>I'm tired of eating convenience store lunches. They're the only thing I've been eating."
018,0x228024,"<@RL,Man,00>何だか まずいことに なってるようだ<CD>あ ベんとうの ことじゃ ないよ","<@RL,Man,00>What a terrible sight to behold... Oh, I don't mean the lunch boxes to clarify."
019,0x228026,"<@RL,Boy,00>うわ-! また まけちゃった","<@RL,Boy,00>Aww! I lost again!"
020,0x228028,"<@RL,Boy,00>何だよぉ! ほかに空いてるのが<CD>あるだろ! そっちで やれよ!<CF><D1>それとも ゲ-ムのル-ルでも<CD>聞きたいのか?<*04>","<@RL,Boy,00>What? There are still so many spots! Go stand over there instead!<CF><D1>Or what, do you want to hear the game rules?<*04>"
021,0x22802a,"<@RL,Boy,00>ゲ-ムは2つ「ジャンプで ゴ-ル」と<CD>「セレクト隊 ききいっぱつ!」だ<CF><D1>「ジャンプで ゴ-ル」の<CD>ル-ルを 聞く?<*04>","<@RL,Boy,00>There are 2 games: <f02>Jump 'Til Goal<f00> and <f02>Select Corps by a Hair's Breadth!<f00>.<CF><D1>Do you want to hear the rules for <f02>Jump 'Til Goal<f00>?<*04>"
022,0x22802c,"<@RL,Boy,00>「ジャンプで ゴ-ル」は<CF><D1>リゅうぼくの上にある メダルを<CD>ひろうのが もくてきだ!<CF><D1>メダルを 全部 あつめると<CF><D1>「ピ-の ぬいぐるみ」ってのが<CD>出てくるんだ!<CF><D1>そいつを ひろうと<CD>ゲ-ムクリアだぜ!<CF><D1>じゅうじキ-で プレイヤ-を動かして<CD>Aボタンで 木と木の間をジャンプ!<CF><D1>川におちたリ 時間切れになったら<CD>アウトだぜ!","<@RL,Boy,00>In <f02>Jump 'Til Goal<f00>, you aim is to get the Medals on the drifting woods!<CF><D1>If you can collect everything, you'll get the <f02>Pii's Plushie<f00> as a prize!<CF><D1>Use the control pad to move, and press the A button to jump one wood to another!<CF><D1>You lose if you fall into the river or run out of time!"
023,0x22802e,"<@RL,Boy,00>「セレクト隊 ききいっぱつ!」の<CD>ル-ルを 聞く?<*04>","<@RL,Boy,00>Do you want to hear the rules for <f02>Select Corps by a Hair's Breadth!<f00>?<*04>"
024,0x228030,"<@RL,Boy,00>イカダに のった セレクト隊を<CD>うまく あやつって<CF><D1>上から水を おとしてくる ロボロボ団<CD>を ファイア-攻撃で やっつけろ!<CF><D1>大きな水玉をこわすと たまに<CD>アイテムが 出てくるぜ!<CF><D1>ロボロボ団を 10人たおす前に<CD>水が 画面の上まできたら アウトだ!<CF><D1>じゅうじキ-で 左右にいどうして<CD>Aボタンで ファイア-攻撃!","<@RL,Boy,00>You play as the Select Corp battling the Rubberobo Gang!<CF><D1>Watch out as you shoot them since they will drop water on you from above!<CF><D1>You can potentially obtain items by destroying the big bubbles!<CF><D1>You lose if your screen has been drowned in water! Defeat 10 Rubberobo Gang members before that happens!<CF><D1>Use the control pad to move left or right, and press the A button to fire!"
025,0x228032,"<@RL,Boy,00>...ま とリあえず やってみろよ!","<@RL,Boy,00>...Anyway, just try it out!"
026,0x228034,"<@RL,Boy,00>何が おきようと おれは 勝つまで<CD>ゲ-ムを やるんだ-!","<@RL,Boy,00>No matter what happens, I'll keep playing until I win!"
027,0x228036,"<@LL,Ikki,00>「ちょうせい中」だってさ","<@LL,Ikki,00>It says it's <f02>Out of Service."
