Index[#version],Pointer[#version|],Original,Translated
000,0x230000,"<@RL,Koji,03>にげられたか...<CF><D1><@RL,Erika,05>何だかさ- ちょっと いつもの<CD>ロボロボ団らしく ないわよね<CF><D1><@LL,Ikki,00>どういうこと?<CF><D1><@RL,Erika,05>スケ-ルがさ 大きすぎるって<CD>かんじ しない?<CF><D1><@LL,Ikki,05>...本当に あやつられているのは<CD>ロボロボ団の方じゃないかな?<CF><D1><@RL,Karin,05>どういう ことですか?","<@RL,Koji,03>They got away...<CF><D1><@RL,Erika,05>You know, they don't seem to be acting like the usual Rubberobo Gang.<CF><D1><@LL,Ikki,00>What do you mean?<CF><D1><@RL,Erika,05>Doesn't the scale seem too grand this time around?<CF><D1><@LL,Ikki,05>...Maybe the Rubberobo Gang are the ones being controlled here.<CF><D1><@RL,Karin,05>What do you mean by that?"
001,0x230002,"<@LL,Ikki,03>うん...<CD>もし サケカ-スが言った<CF><D1>ブラックデビルが 本当に 人間を<CD>あやつる力を もってるんだったら<CF><D1><@RL,Koji,00>そうだな まず 自分の手足になる<CD>やつらから あやつるだろうな<CF><D1><@RL,Karin,05>そんな...<CD>そんな ひどい話!<CF><D1><@RL,Erika,00>たしかめましょ!<CD>この目でね!","<@LL,Ikki,03>Mm... If what Seaslug said is true, then Black Devil has the power to manipulate humans.<CF><D1><@RL,Koji,00>I guess the first victims would be those who would become his underlings.<CF><D1><@RL,Karin,05>But... That's just so cruel!<CF><D1><@RL,Erika,00>Let's go see it for ourselves to confirm it!"
002,0x230004,"<@RL,Koji,01>いそごうぜ!","<@RL,Koji,01>Let's go!"
003,0x230006,"<@RL,Karin,05>あっ みなさん まってください!","<@RL,Karin,05>Ah, guys, wait!"
004,0x230008,"<@LL,Ikki,00>ぼくも いそごう!","<@LL,Ikki,00>I should hurry!"
005,0x23000a,"<@RL,Erika,00>あんたが カギを もってるの?<CD>早く あけて あけて!","<@RL,Erika,00>Do you have the key? Hurry up and open it!"
006,0x23000c,"<@RL,Koji,00>早く あけてくれよ!","<@RL,Koji,00>Just open it already!"
007,0x23000e,"<@RL,Karin,04>まいごに なリませんでしたわ<CD>わたし!","<@RL,Karin,04>I didn't get lost, you know?"
008,0x230010,"<@LL,Ikki,00>ドアには「COMP」って<CD>アルファベットが かかれてる","<@LL,Ikki,00>The door has <f02>COMPUTER<f00> written on it."
009,0x230012,"<@LL,Ikki,00>この カギを 使ってみよう","<@LL,Ikki,00>I'll try using this key."
010,0x230014,"<@LL,Ikki,00>ドアが ひらいた<CF><D1><@RL,Erika,01>やったあ! さあ 行くわよ!","<@LL,Ikki,00>The door is open.<CF><D1><@RL,Erika,01>You did it! Let's go!"
011,0x230016,"<@RL,Koji,02>おおっし!","<@RL,Koji,02>Alright!"
012,0x230018,"<@RL,Karin,04>わくわくしますわ♥","<@RL,Karin,04>This is making me excited ♥"
013,0x23001a,"<@LL,Ikki,06>あ! みんなまってよ!","<@LL,Ikki,06>Ah, hey! Wait for me!"
014,0x23001c,"<@RL,Erika,00>すごい きかい...","<@RL,Erika,00>What a machine..."
015,0x23001e,"<@RL,Karin,00>これに のっていた方は どこから<CD>来たのでしょうか...?","<@RL,Karin,00>Where did the people riding it come from?"
016,0x230020,"<@RL,Koji,01>行き止まリだ!<CF><D1><@LL,Ikki,05>それなら 引きかえせよ...","<@RL,Koji,01>It's a dead end!<CF><D1><@LL,Ikki,05>Let's go back then..."
017,0x230022,"<@LL,Ikki,00>う-ん あかない この とびらは<CD>右に貝えるパネルで あけるのかな?","<@LL,Ikki,00>Hm... This door... Can I open it by using the panel on the right?"
018,0x230024,"<@LL,Ikki,04>まだ みんな 来てないや<CD>ぼくが 1番のリだっ!","<@LL,Ikki,04>No one's here yet. I'm first!"
019,0x230026,"<@RL,Erika,00>何やってんの? 早く来なさいよ<CF><D1><@LL,Ikki,03>みんな ひどいや...","<@RL,Erika,00>What are you doing? Hurry up and get over here.<CF><D1><@LL,Ikki,03>How cruel..."
020,0x230028,"<@LL,Ikki,00>もう とびらは ひらいてるよ","<@LL,Ikki,00>The door is already open."
021,0x23002a,"<@RL,Erika,00>まんなかにある あな 何だろね ","<@RL,Erika,00>I wonder why there's a hole in the middle."
022,0x23002c,"<@RL,Koji,04>な 何が 出て来るんだ!?","<@RL,Koji,04>W-what's going to appear!?"
023,0x23002e,"<@RL,Karin,05>こんなに大きな パソコンでは<CD>おうちに 入リませんわ","<@RL,Karin,05>This huge computer wouldn't even fit in my house."
024,0x230030,"<@LL,Ikki,00>メダルを はめる あながある<CF><D1><@RL,Erika,00>メダルを? あたしのメダルを<CD>はめてみよっか","<@LL,Ikki,00>There's an indent for a Medal.<CF><D1><@RL,Erika,00>A Medal? I'll try inserting mine."
025,0x230032,"<@RL,Erika,00>.....<CD>何も はんのうは ないわね<CF><D1>あたしの メダルじゃ ダメ?<CF><D1><@LL,Ikki,00>そっか レアメダルだ","<@RL,Erika,00>..... Nothing's happening.<CF><D1>Is it because of my Medal?<CF><D1><@LL,Ikki,00>I see. So we need a rare Medal."
026,0x230034,"<@LL,Ikki,00><&BUF07>","<@LL,Ikki,00><&BUF07>."
027#kabuto,0x230036,"<@RL,Metabee,00>何だ?<CF><D1><@LL,Ikki,00>お前の メダルを はめてみる<CF><D1><@RL,Metabee,00>ええ? じょうだんだろ?<CD>んな わけの分かんね- きかいに!<CF><D1><@LL,Ikki,00>たのむよ このきかいは たぶん<CD>お前の メダルじゃないと動かない<CF><D1><@RL,Metabee,00>分かったよっ! 勝手にしろ!","<@RL,Metabee,00>What?<CF><D1><@LL,Ikki,00>I'll give your Medal a try.<CF><D1><@RL,Metabee,00>Eeh? You've gotta be kidding me. We don't know a thing about this machine!<CF><D1><@LL,Ikki,00>I beg you. This machine probably won't operate without your Medal.<CF><D1><@RL,Metabee,00>Fine! Do what you want!"
