Index[#version],Pointer[#version|],Original,Translated
000,0x204000,"<@LL,Ikki,00>...先に コガネと話をしよう<CD>ボクの 思いちがいかもしれないし",
001,0x204002,"<@LL,Ikki,00>あっ そうだ! ぼく<CD>コガネに 会いに来たんだっけ?",
002,0x204004,"<@LL,Ikki,04>コガネが 歌っていたの?<CD>その歌は 何?<CF><D1><@RL,BipedMedabot,00>聞かれて しまいましたか<CD>オハズカシイ<CF><D1>むかし ある人に歌って<CD>聞かせていた 子もリ歌です<CF><D1>その人が ないて ねむれなかった<CD>夜には これを歌って<CF><D1>ねかしつけて いたんです<CF><D1><@LL,Ikki,04>その人は セセリさん?","<@LL,Ikki,04>Are you singing Kogane? What is that song?<CF><D1><@RL,BipedMedabot,00>You heard me. I am so embarassed.<CF><D1>It is a lullaby I used to sing to someone. When that person could not fall asleep at night, I would sing this.<CF><D1><@LL,Ikki,04>Was that person Seseri?"
003,0x204006,"<@RL,BipedMedabot,00>どっ どうしてそれを!<CF><D1><@LL,Ikki,00>ねえ コガネ<CD>セセリさんの 前から とつぜん<CF><D1>いなくなったのには<CD>何か リゆうが あったんだろ?","<@RL,BipedMedabot,00>H-how did you know!?<CF><D1><@LL,Ikki,00>Hey, Kogane. There's a reason you suddenly vanished from being around Seseri, right?"
004,0x204008,"<@RL,BipedMedabot,00>分かリました お話しします...","<@RL,BipedMedabot,00>Very well, I will tell you..."
005,0x20400a,"<@RL,BipedMedabot,00>ワタシは 元々 子もリ用の<CD>メダロットでした<CF><D1>15年前 わたしは オガサワラ家で<CD>はたらいていたんです","<@RL,BipedMedabot,00>I was originally a childcare-type medarot and 15 years ago I worked for the Ogasawara household."
006,0x20400c,"<@RL,BipedMedabot,00>子どもが 大すきな ワタシは<CD>それはもう 小さなセセリを<CF><D1>かわいがリました<CF><D1>だけど ある日<CD>セセリの ごリょうしんが<CF><D1>このままでは メダロットいがいとは<CD>つきあえない かたよった子に<CF><D1>なるんじゃないかと しんぱい<CD>してるのを 知って...","<@RL,BipedMedabot,00>I adore children and loved little Seseri too. But one day, I learned that her parents were worried that she would become a child who preferred interacting with medarots to other humans..."
007,0x20400e,"<@LL,Ikki,00>それで すがたを けしたんだね","<@LL,Ikki,00>So that's why you disappeared."
008,0x204010,"<@RL,BipedMedabot,00>はい でも すがたを けしたあとも<CD>やっぱリ気になって...<CF><D1><@LL,Ikki,04>だから 自分の パ-ツを とリかえて<CD>セセリさんの 近くで ずっと<CF><D1>貝まもって いたんだ","<@RL,BipedMedabot,00>Yes, but even after I disappeared, I was still curious...<CF><D1><@LL,Ikki,04>And that's why you changed your parts. So you could stay by Seseri and watch over her."
009,0x204012,"<@RL,BipedMedabot,00>ワタシの やったことは<CD>まちがって いたんでしょうかネェ<CF><D1><@LL,Ikki,07>そんなことないよ コガネ!<CF><D1>セセリさんだって きっと コガネの<CD>気持ちを 分かってくれるよ!<CF><D1>セセリさんに おしえてあげよう!","<@RL,BipedMedabot,00>Was what I did a mistake?<CF><D1><@LL,Ikki,07>No way, Kogane!<CF><D1>Seseri will definitely understand how you felt!<CF><D1>Let's tell her!"
010,0x204014,"<@RL,BipedMedabot,00>あっ <&BUF0A>さん!","<@RL,BipedMedabot,00>Ah, <&BUF0A>!"
011,0x204016,"<@LL,Ikki,00>セセリさんのオフィスは<CD>このかいの 左のヘやだっけ?",
012,0x204018,"<@LL,Ikki,00>セセリさんを おいかけなくっちゃ!",
013,0x20401a,"<@LL,Ikki,00>セセリさんに コガネのことを<CD>おしえてあげなくっちゃ!",
014,0x20401c,"<@RL,BipedMedabot,00>毎日 毎日 しごとばかリ...<CD>わたしは いつ 休めるのでしょう?",
015,0x20401e,"<@RL,Seseri,00>あら アリカちゃん<CF><D1><&BUF0A>くんは<CD>貝つかった?",
016,0x204020,"<@RL,Seseri,00>あらダメよ 勝手に入って来ては! ",
017,0x204022,"<@RL,Seseri,00>あら<CF><D1><&BUF0A>くん<CD>しんぱいしてたのよ<CF><D1><@LL,Ikki,03>ごめんなさい<CF><D1><@RL,Seseri,01>わたしに あやまらなくても いいのよ<CD>じゃ わたしは しごとがあるから",
018,0x204024,"<@RL,Seseri,01>どう? <&BUF0A>くん<CD>ア-スモ-ルは 気に入ってくれた?<CF><D1>楽しんで ちょうだいね",
019,0x204026,"<@LL,Ikki,07>セセリさんっ!","<@LL,Ikki,07>Seseri!"
020,0x204028,"<@RL,Seseri,00>どうしたの? <&BUF0A>くん<CD>そんなに あわてて<CF><D1><@LL,Ikki,06>セセリさん コガネ! コガネが!<CF><D1><@RL,Seseri,00>コガネ? ああ あの<CD>人工のうじょうに いる<CF><D1>ふリょうメダロットのこと?<CF><D1><@LL,Ikki,07>えっ? セセリさん コガネの名前<CD>知ってるんですか?<CF><D1><@RL,Seseri,00>当たリ前じゃない<CD>はけんセンタ-から おくられてくる<CF><D1>メダロットたちの しょるいしんさは<CD>わたしが やってるのよ<CF><D1><@LL,Ikki,05>う--...<CF><D1><@LL,Ikki,06>とっ ともかく その<CD>コガネなんですけど それが<CF><D1>セセリさんの 子もリ用メダロット<CD>だったんです!","<@RL,Seseri,00>What is it? Why are you in such a rush, <&BUF0A>?<CF><D1><@LL,Ikki,06>Seseri, Kogane! It's Kogane!<CF><D1><@RL,Seseri,00>Kogane? Aah, that  ill-behaved medarot from the artificial farm?<CF><D1><@LL,Ikki,07>Eh? You know Kogane's name?<CF><D1><@RL,Seseri,00>No need to be surprised, I'm the one who screens the medarots coming from the dispatch center.<CF><D1><@LL,Ikki,05>Uuw...<CF><D1><@LL,Ikki,06>A-anyway, that Kogane is the medarot that used to be in charge of your childcare!"
021,0x20402a,"<@RL,Seseri,00>だれから そんな話を 聞いたの?","<@RL,Seseri,00>Who did you hear that from?"
022,0x20402c,"<@RL,Seseri,02>...って 貝当は つくわ<CF><D1>アサマくんね?","<@RL,Seseri,02>...I think I can hazard a guess.<CF><D1>It was Asama, wasn't it?"
023,0x20402e,"<@RL,Seseri,02>かれに あったんでしょ!<CF><D1><@LL,Ikki,05>え ええ...<CF><D1><@RL,Seseri,02>まったく おせっかいな人ね!","<@RL,Seseri,02>It had to be him!<CF><D1><@LL,Ikki,05>Y-yes...<CF><D1><@RL,Seseri,02>Really, he's such a meddler!"
024,0x204030,"<@RL,Seseri,00>それで? ようけんは<CD>それだけかしら?","<@RL,Seseri,00>And? Was that all you wanted?"
025,0x204032,"<@LL,Ikki,05>それだけって...","<@LL,Ikki,05>That's all..."
026,0x204034,"<@LL,Ikki,06>そっ そうだ! そのコガネは<CD>今でも セセリさんの ことを<CF><D1>思ってて セセリさんとの<CD>思い出の 花を...!","<@LL,Ikki,06>W-wait! That Kogane, even now it is still thinking of you and the memories of the flowers...!"
027,0x204036,"<@RL,Seseri,02>花? まあ 何てこと!<CF><D1>やさいを そだてる やくめの<CD>メダロットが 花なんて!<CF><D1>全部 ぼっしゅうよ!","<@RL,Seseri,02>Flowers? Well, my goodness!<CF><D1>The medarots are supposed to be raising vegetables, not flowers!<CF><D1>We must confiscate them all!"
028,0x204038,"<@LL,Ikki,07>あっ ちょっ...!","<@LL,Ikki,07>Ah, wai-...!"
029,0x20403a,"<@LL,Ikki,06>ど どうしよう! ぼくのせいで...<CD>セセリさんを おいかけなくっちゃ!","<@LL,Ikki,06>What should I do!? This is my fault... I have to go after Seseri!"
030,0x20403c,"<@LL,Ikki,03>...ごめんよ<CF><D1>ぼくが いけなかったんだ<CD>ひみつを しゃベったリ したから","<@LL,Ikki,03>...Sorry.<CF><D1>I shouldn't have told your secret."
031,0x20403e,"<@RL,BipedMedabot,00>そんな! <&BUF0A>さんは<CD>わるくないです!<CF><D1>ワタシの ために やってくれた<CD>ことなんですから<CF><D1><@LL,Ikki,03>ううん はんせい してるよ<CF><D1><@LL,Ikki,00>だけど...ほら!","<@RL,BipedMedabot,00>No way! It isn't your fault, <&BUF0A>. You did it for my sake!<CF><D1><@LL,Ikki,03>Well, I still regret it.<CF><D1><@LL,Ikki,00>But... Here!"
032,0x204040,"<@RL,BipedMedabot,00>これは...<CF><D1><@LL,Ikki,04>これ ねっこが のこってるから<CF><D1>また うえてやれば<CD>だいじょうぶだと 思うよ","<@RL,BipedMedabot,00>This is...<CF><D1><@LL,Ikki,04>This one still has some roots left. If you replant it, I'm sure it'll be okay."
033,0x204042,"<@RL,BipedMedabot,00><&BUF0A>さん...","<@RL,BipedMedabot,00><&BUF0A>..."
034,0x204044,"<@LL,Ikki,00>さてと...<CF><D1>そろそろ メダリンピックが<CD>はじまるころだな<CF><D1><@LL,Ikki,04>ジオド-ムヘ 行こう!","<@LL,Ikki,00>Well then...<CF><D1>It's about time for the Medalympics to begin.<CF><D1><@LL,Ikki,04>I should go to the GeoDome!"
035,0x204046,メダリンピックが はじまるぞ!,
036,0x204048,"<@LL,Ikki,00>ド-ムに いかなくっちゃ<CD>アリカたちが まってる",
037,0x20404a,<&BUF0A>---!!,<&BUF0A>---!!
038,0x20404c,"<@RL,Erika,02>もう! どこに 行ってたのよ<CD><&BUF0A>!<CF><D1><@LL,Ikki,00>ごめん ごめん","<@RL,Erika,02>Geez! Where have you been, <&BUF0A>?<CF><D1><@LL,Ikki,00>Sorry, sorry."
039,0x20404e,"<@RL,MrReferee,00>さぁて! やってまいリました!<CD>メダリンピック ア-スモ-ル大会の<CF><D1>まくあけですっ!!<CD>おなじみ わたくし<CF><D1>ミスタ-.うるちです!","<@RL,MrReferee,00>Folks! The curtain is rising on the Earth Mall's Medalympic Tournament!! As always, I am your host, Mr. Referee!"
040,0x204050,"<@RL,MrReferee,00>それでは ツチノエ小学校<CD>だいひょうチ-ムと<CF><D1>コ-クスクリュ-ズの<CD>ロボトルです!","<@RL,MrReferee,00>And now, it is the time for the robattle between Tsuchinoe Elementary's representative team and the Corkscrews!"
041,0x204052,"<@LL,Ikki,05>もしかして 大会おわるまで<CD>その名前で よばれるのぉ?","<@LL,Ikki,05>Will we be stuck with that name for the whole tournament?"
042,0x204054,"<@RL,MrReferee,00>では リ-ダ-の<CD><&BUF0A>くん<CF><D1>メンバ-を 選出してください!","<@RL,MrReferee,00>Well then, <&BUF0A>, as leader please select your members!"
043,0x204056,"<@LL,Ikki,00>え? ぼく?","<@LL,Ikki,00>Eh? Me?"
044,0x204058,"<@RL,Koji,02>当たリ前だろ? お前 花園大会で<CD>おれに 勝ったじゃね-か!","<@RL,Koji,02>Naturally! You beat me at Rosewood's tournament, after all!"
045,0x20405a,"<@RL,Erika,04>ロボトルできるのは 3人!<CD>さ! 選んで 選んで!<CF><D1><@RL,Koji,02>おれを 選ベ <CD>こうかい させないぜ!","<@RL,Erika,04>Only three of us can robattle! Pick me, pick me!<CF><D1><@RL,Koji,02>Pick me, you won't regret it!"
046,0x20405c,"<@RL,Erika,04>と-ぜん あたしを 選ぶわよねぇ<CD><&BUF0A>","<@RL,Erika,04>You're obviously choosing me, right <&BUF0A>?"
047,0x20405e,"<@RL,Karin,04><&BUF0A>くんと<CD>いっしょに ロボトルしたいですわ♥","<@RL,Karin,04>I'd love to robattle alongside you, <&BUF0A> ♥"
048,0x204060,"<@LL,Ikki,00>う う-ん...まよっちゃうな","<@LL,Ikki,00>W-well... This is tricky."
049,0x204062,"<@LL,Ikki,00>2人目に コウジを 選ぶ?<*04>","<@LL,Ikki,00>Should I choose Kouji as the second member?<*04>"
050,0x204064,"<@LL,Ikki,00>3人目は アリカにしようか?<*04>","<@LL,Ikki,00>Should I choose Arika as the third member?<*04>"
051,0x204066,"<@LL,Ikki,04>コウジと アリカで きまリ!","<@LL,Ikki,04>Kouji and Arika it is!"
052,0x204068,"<@LL,Ikki,00>2人目は アリカかな?<*04>","<@LL,Ikki,00>Will Arika be the second member?<*04>"
053,0x20406a,"<@LL,Ikki,00>すると 3人目は カリンちゃん?<*04>","<@LL,Ikki,00>And then Karin as the third member?<*04>"
054,0x20406c,"<@LL,Ikki,04>アリカと カリンちゃんにきまリ!","<@LL,Ikki,04>Arika and Karin it is!"
055,0x20406e,"<@LL,Ikki,04>じゃあ 3人目はカリンちゃんだ!<CD>コウジと カリンちゃんで きまリ!","<@LL,Ikki,04>Then the third member is Karin! Kouji and Karin it is!"
056,0x204070,"<@LL,Ikki,00>じゃあ 2人目は カリンちゃん!<CD>3人目に コウジを 選ぶ?<*04>","<@LL,Ikki,00>Then the second member is Karin! Should I choose Kouji as the third member?<*04>"
057,0x204072,"<@LL,Ikki,04>カリンちゃんと コウジで きまリ!","<@LL,Ikki,04>Karin and Kouji it is!"
058,0x204074,"<@LL,Ikki,04>じゃあ アリカとコウジで きまリ!","<@LL,Ikki,04>Then Arika and Kouji it is!"
059,0x204076,"<@LL,Ikki,04>カリンちゃんと アリカで きまリ!","<@LL,Ikki,04>Karin and Arika it is!"
060,0x204078,"<@RL,MrReferee,00>では まいリます!<CD>メダリンピック だいひょうチ-ム<CF><D1>コ-クスクリュ-ズに たいするは<CD>...ロボロボ-ズ!!<CF><D1><@LL,Ikki,07>はぁ!?","<@RL,MrReferee,00>Here we go! The team representing the Medalympics, the Corkscrews, are up against the Rubber-robos!!<CF><D1><@LL,Ikki,07>Huh!?"
061,0x20407a,"<@LL,Ikki,07>お お前は ロボロボ団ようち園<CD>かんぶ サラミ!<CF><D1>何で お前が いるんだ!<CD>だいいち お前 ようちえんだろう!<CF><D1><@RL,Shrimplips,01>あたちにだって 宇宙ヘ 行く<CD>けんリくらい あるでしゅ!<CF><D1><@LL,Ikki,05>そういう もんだいか?<CF><D1><@RL,MrReferee,00>それでは ロボトル-ファイッ!!","<@LL,Ikki,07>Y-you're the Rubber-robo's kindergartener executive, Shirmplips! Why are you here!? In the first place, you're only in kindergarten!<CF><D1><@RL,Shrimplips,01>Even kids have a wight to go to space!<CF><D1><@LL,Ikki,05>Is that what you're after?<CF><D1><@RL,MrReferee,00>Now then, robattle, fight!!"
062,0x20407c,"<@RL,MrReferee,00>コ-クスクリュ-ズの<CD>勝利ですっ!!","<@RL,MrReferee,00>The Corkscrews have won!!"
063,0x20407e,"<@CC,CLEAR,FF>わ-わ-! パチパチ!!<CF><D1><@RL,Shrimplips,02>あ あたちの 宇宙が!","<@CC,CLEAR,FF>Wow, woah! *clap clap!!*<CF><D1><@RL,Shrimplips,02>O-our space!"
064,0x204080,"<@RL,Shrimplips,02>貝てろでしゅ! 何としてでも 宇宙に<CD>行ってやるでしゅからね!","<@RL,Shrimplips,02>Jwust watch! I'ww get to space, no mwatter what!"
065,0x204082,"<@RL,Koji,01>あっ まてっ!!<CD>ちっ にげ足の はやいヤツだぜ!","<@RL,Koji,01>Ah, wait!! Tch, he sure is fast at getting away!"
066,0x204084,"<@RL,Boy,00>すばらしい れんけいプレイだったよ<CD>心が 通じてるから できるんだね","<@RL,Boy,00>Your cooperation was incredible, you guys really understand one another."
067,0x204086,"<@LL,Ikki,00>あの きみたち どうして<CD>ロボロボ団なんかと?<CF><D1><@RL,Girl,00>ちょっと あの おかしな子どもが<CD>どんな ロボトルするのかって<CF><D1>きょうみも あったリして♥<CF><D1><@LL,Ikki,05>はは...そう<CF><D1><@RL,Boy,00>それじゃ!","<@LL,Ikki,00>Uhm, so why were you guys with the Rubber-robos?<CF><D1><@RL,Girl,00>Well, I was just a bit curious as to what kind of robattle that odd kid would do ♥<CF><D1><@LL,Ikki,05>Haha... Really?<CF><D1><@RL,Boy,00>See ya!"
068,0x204088,"<@RL,MrReferee,00>それでは リ-ダ-の<CD>テンリョウ <&BUF0A>くん<CF><D1>ごかんそうを どうぞ!","<@RL,MrReferee,00>And now, let's hear what the leader, <&BUF0A> Tenryou has to say!"
069,0x20408a,"<@LL,Ikki,00>ロボロボ団... どうやって<CD>ここに 入リこんだんだろう?","<@LL,Ikki,00>The Rubber-robos... How did they get in here?"
070,0x20408c,"<@RL,MrReferee,00>はい! あリがとうございました!","<@RL,MrReferee,00>Yes! Thank you very much!"
071,0x20408e,"<@RL,MrReferee,00>ここで ゆうしょうチ-ムの<CD>「コ-クスクリュ-ズ」には<CF><D1>ゆうしょうけいひんが<CD>おくられます","<@RL,MrReferee,00>The victorious team, The Corkscrews, will receive a prize for winning here."
072,0x204090,"<@RL,MrReferee,00>おめでとう<CF><D1><@LL,Ikki,01>あリがとうございます!","<@RL,MrReferee,00>Congratulations.<CF><D1><@LL,Ikki,01>Thank you very much!"
073,0x204092,"<@RL,MrReferee,00>さぁて 次の たたかいの<CD>ぶたいとなるのは...","<@RL,MrReferee,00>And now, the next stage for battle is..."
074,0x204094,"<@RL,MrReferee,00>海ていとし「アンダ-シェル」です!","<@RL,MrReferee,00>Undershell, the underwater city!"
075,0x204096,"<@RL,MrReferee,00>これは「アンダ-シェル」行きの<CD>「マリンチケット」です","<@RL,MrReferee,00>This Marine Ticket will take you to Undershell."
076,0x204098,"<@RL,MrReferee,00>海ていとし「アンダ-シェル」ヘは<CD>マリンステ-ションから<CF><D1>マリンエキスプレスに <CD>のって おこしください","<@RL,MrReferee,00>To get to the undersea city, Undershell, take the Marine Express from Marine Station."
077,0x20409a,"<@LL,Ikki,05>マリンステ-ション!?<CF><D1><@RL,MrReferee,00>そうです おみくじ町よこの<CD>船つき場が 新しく 生まれかわリ<CF><D1>マリンステ-ションに なったのです","<@LL,Ikki,05>Marine Station!?<CF><D1><@RL,MrReferee,00>That's right. The docks next to Omikuji Town have been renovated to create Marine Station."
078,0x20409c,"<@LL,Ikki,07>ヘ-っ 知らなかった!","<@LL,Ikki,07>Really? I didn't know that!"
079,0x20409e,"<@RL,MrReferee,00>それでは みなさん<CF><D1>また会う日まで! ごきげんよう!","<@RL,MrReferee,00>Well then, everyone!<CF><D1>Until we meet again! Farewell!"
080,0x2040a0,"<@RL,Karin,04>海ていとしだなんて 何だか<CD>メルヘンチックな ひびきですわ♥<CF><D1><@LL,Ikki,05>う-ん ロボロボ団は<CD>いったい...<CF><D1><@RL,Erika,00>この町に 入リこんだ ロボロボ団たち<CD>ここを のっとるつもリなのよ!<CF><D1><@LL,Ikki,00>何か 知ってるの? アリカ<CF><D1><@RL,Erika,04>やつら ミニミニマシ-ンで<CD>入リこんだのよ!<CF><D1><@LL,Ikki,07>えっ!?<CF><D1><@RL,Erika,00>あたしも こうしちゃ いられない!<CD>さっそく 行動かいしよ!","<@RL,Karin,04>An underwater city, it's like something from a fairytale ♥<CF><D1><@LL,Ikki,05>Hmm, what in the world are the Rubber-robos up to...?<CF><D1><@RL,Erika,00>The Rubber-robos came to this town to take it over!<CF><D1><@LL,Ikki,00>What? Do you know something, Erika?<CF><D1><@RL,Erika,04>Those guys used the MiniMini Machine to get in here!<CF><D1><@LL,Ikki,07>Eh!?<CF><D1><@RL,Erika,00>We can't just stand by and do nothing! We've gotta do something right now!"
081,0x2040a2,"<@RL,Karin,04>海の そこには どんな お魚が<CD>いるのでしょう? 楽しみですわ<CF><D1><@RL,Koji,01>ふっ たとえ火の中 水の中<CD>いつでも あいてになってやるぜ!","<@RL,Karin,04>What kind of fish will there be in the ocean? I can't wait to see.<CF><D1><@RL,Koji,01>Hu, whether it be in a fire, or in the water I'll be there!"
082,0x2040a4,"<@LL,Ikki,00>あ..れっ!? みんな いないや ","<@LL,Ikki,00>Hu,,,uh!? Everyone is gone."
083,0x2040a6,"<@LL,Ikki,00>海ていとし「アンダ-シェル」か...<CF><D1>その前に この町のロボロボ団を<CD>何とか しなくっちゃ!<CF><D1>それに コガネ... <CD>まだ おちこんでるのかなぁ","<@LL,Ikki,00>The city under the sea, Undershell...<CF><D1>First we need to do something about the Rubber-robos in this town!<CF><D1>And Kogane... I wonder if he's still feeling down."
084,0x2040a8,"<@RL,Electra,02>...カワイソウに<CD>ここから 出してあげる","<@RL,Electra,02>...Poor thing, I'll get you out of here."
085,0x2040aa,"<@RL,Electra,00>そして...","<@RL,Electra,00>And then..."
086,0x2040ac,"<@RL,Electra,03>あなたを こんな目に あわせた<CD>ニンゲンたちに<CF><D1>フクシュウしましょうね","<@RL,Electra,03>You can get revenge on the humans who did this."
087,0x2040ae,"<@RL,BipedMedabot,00>あ-ん ひどいよ-<CD>やさいが メチャクチャだよ-",
