Index[#version],Pointer[#version|],Original,Translated
000,0x1d8000,「...おい! おい!」<CF><D1>...? だれかが ぼくの 名前を<CD>よんでる...ぼくの 名前...,...Hey! Hey...!<CF><D1>...? <D3>Someone's calling my name...<CF>My name...
001,0x1d8002,...あれ? ぼくって そんな<CD>名前だったっけ? まあ いいや,"...<D3>Is that what my name is?<CF>Well, whatever."
002,0x1d8004,"<@LL,Ikki,06>あれ? あれ?<CD>今 ぼく もしかして ねてた?","<@LL,Ikki,06>Huh...? What was that? <D3>Was I asleep just now?"
003,0x1d8006,"<@LL,Ikki,06>そっ そうだ!<CD>「週刊メダロット」はじまった?","<@LL,Ikki,06>Th-that's right!<CF>Has Medabot Weekly started yet?"
004#kabuto,0x1d8008,"<@RL,Metabee,00>まだだぜ まったく<CF><D1>テレビ貝ながら いしき<CD>とんでんじゃね-よ<CF><D1>アタマ どうかしてるんじゃね-か?<CF><D1><@LL,Ikki,02>お前なぁ! マスタ-に むかって<CD>その口の ききかたは ないだろっ!<CF><D1><@RL,Metabee,00>マスタ-? じょうだんだろ<CF><D1>オレは まだ みとめた わけじゃ<CD>ね-からな!<CF><D1><@LL,Ikki,02>いったい いつになったら<CD>そ-ゆ-たいどが なおるんだよ!<CF><D1><@RL,Metabee,00>さぁな","<@RL,Metabee,00>It's not on yet. Jeez...<CF>All you do is stare at the TV and doze off.<CF>Is your head screwed on straight?<CF><@LL,Ikki,02>Don't act like that! That's no way to talk to your master!<CF><@RL,Metabee,00>You? My master? As if!<CF>I don't remember ever signing that agreement!<CF><@LL,Ikki,02>Just how long are you gonna keep up that attitude!?<CF><@RL,Metabee,00>Beats me."
004#kuwagata,0x1d8008,"<@RL,Rokusho,00>まだだ<CD>貝れば わかるだろう<CF><D1>テレビを 貝ているのかと 思えば<CD>いねむリとはな<CF><D1>しゅうちゅうリょくの ないヤツだ<CF><D1><@LL,Ikki,02>お前なぁ! マスタ-に むかって<CD>その口の ききかたは ないだろっ!<CF><D1><@RL,Rokusho,00>ふん このおれの マスタ-と<CD>みとめるには お前は まだまだだな<CF><D1><@LL,Ikki,02>いったい いつになったら<CD>そ-ゆ-たいどが なおるんだよ!<CF><D1><@RL,Rokusho,00>お前 しだいだな","<@RL,Rokusho,00>It's yet to begin.<CF>You would know that just by looking.<CF>I thought you had been watching the TV, but it turns out you were dozing off...<CF>You lack self-discipline.<CF><@LL,Ikki,02>What the...! That's no way to talk to your master!<CF><@RL,Rokusho,00>Hmph, you still have much to learn before I can consider calling you my master.<CF><@LL,Ikki,02>Just how long are you gonna keep up that attitude!?<CF><@RL,Rokusho,00>That depends on you."
005,0x1d800a,"<@LL,Ikki,02>あのなあ!","<@LL,Ikki,02>Hey!"
006,0x1d800c,"<@RL,IkkiMom,00>...くしゅんっ!<CF><D1><&BUF03>!<CD>ひまなんでしょ?<CF><D1>おつかい 行ってきてくれない?","<@RL,IkkiMom,00>...<f08>Achoo!<f00><CF><&BUF03>!<D3>Are you free?<CF>Could you go on an errand for me?"
007,0x1d800e,"<@LL,Ikki,05>今じゃないと だめ?<CD>「週刊メダロット」の 時間なんだ<CF><D1><@RL,IkkiMom,00>ビデオとってるんでしょ?<CD>じゃ いいじゃない<CF><D1><@LL,Ikki,05>ぼくは ちょっとでも 早く<CD>貝たいのに...","<@LL,Ikki,05>Right now?<CF>It's almost time for Medabot Weekly!<CF><@RL,IkkiMom,00>You can just record it, right?<CF>Then you'll have time for chores!<CF><@LL,Ikki,05><f08>Aww<f00>, I wanted to watch at least a little bit of it..."
008,0x1d8010,"<@LL,Ikki,04>そうだ! なあ <CF><D1><@LL,Ikki,05>えっと-...","<@LL,Ikki,04>That's right! Say...<CF><D1><@LL,Ikki,05>Uhm..."
009,0x1d8012,"<@LL,Ikki,04><&BUF07><CD>行ってきてくれよ<CF><D1>お前 ベつに「週刊メダロット」<CD>きょうみ ないだろ?","<@LL,Ikki,04><&BUF07>, why don't you go instead?<CF>It's not like you're interested in Medabot Weekly."
010#kabuto,0x1d8014,"<@RL,Metabee,00>はぁ? じょうだんじゃないぜ<CF><D1>なんで オレが お前のかわリに<CD>んなことしなきゃ なんね-んだよ","<@RL,Metabee,00><f08>Huh?<f00> You must be joking!<CF>Why do I have to do your dirty work?"
010#kuwagata,0x1d8014,"<@RL,Rokusho,00>ふん そんなことを してやる<CD>ぎリは ない<CF><D1>自分で 行くんだな","<@RL,Rokusho,00>I have no obligation to do it.<CF>Go do it yourself."
011,0x1d8016,"<@LL,Ikki,02>もう あったまきた!<CD>メダロット転送!","<@LL,Ikki,02>Argh, that's it!<D3>Medabot Transport!"
012,0x1d8018,"<@LL,Ikki,05>あれ? あれ?<CD>...おっかしいなぁ はんのうしない","<@LL,Ikki,05>Huh?<D3>That's weird.<CF>Why isn't it working?"
013#kabuto,0x1d801a,"<@RL,Metabee,00>はっはっは! メダロッチまで<CD>お前を貝はなしたようだな!","<@RL,Metabee,00><f08>Hahaha<f00>!<CF><D1>Guess your Medawatch ain't listening to you either!"
