Index[#version],Pointer[#version|],Original,Translated
000,0x208000,"<@LL,Ikki,01>ただいま-!<CF><D1><@RL,IkkiDad,01>おかえリ <&BUF03><CD>楽しかったか?<CF><D1><@LL,Ikki,01>うん! ぼく また 勝ったんだよ!<CD>あのね...","<@LL,Ikki,01>I'm home!<CF><D1><@RL,IkkiDad,01>Welcome home, <&BUF03>!<D3>Did you have fun?<CF><D1><@LL,Ikki,01>Yeah! I won again! Ok so... "
001,0x208002,"<@LL,Ikki,00>「人間は 土を よごす」...か<CD>気になるな あのネコが 言ったこと<CF><D1>それに「レアメダル」って ことばとか<CD>何だか 分からないこと だらけだ<CF><D1>明日は...そうだな まず<CD>メダロットはかせに 会って...すぅ","<@LL,Ikki,00>What that odd cat said<D3>bothers me a bit though....<CF><D1>He said that ""humans are<D3>contaminating the Earth"".<CF><D1>and then he said something<D3>about a Rare Medal.<CF><D1>I don't really get any of this<D3>stuff...<CF><D1>I'll talk to the professor<D3>about it tomorrow... Zzz......"
002,0x208004,"<@LL,Ikki,01>う---ん! よくねた!<CF><D1><@LL,Ikki,04>それじゃ さっそく 研究所の<CD>はかせに 会いに行こう!","<@LL,Ikki,01>Hnnng! Ah, that was a good<D3>sleep! <CF><D1><@LL,Ikki,04>Ok, I better head over to the<D3>professor's lab!"
003,0x208006,"<@RL,Salty,00>わん わんっ!","<@RL,Salty,00>Woof woof!"
004,0x208008,"<@RL,IkkiDad,01>ア-スモ-ルは 楽しかったかい?","<@RL,IkkiDad,01>Did you have fun at Earth<D3>Mall?"
005,0x20800a,"<@RL,IkkiMom,00>あそんでばかリ いないで たまには<CD>家の お手つだいも してちょうだい","<@RL,IkkiMom,00>You shouldn't just always go<D3>play all day. <CF><D1>Help out with house work<D3>once in a while too."
006,0x20800c,"<@LL,Ikki,04>研究所の はかせに<CD>会いに行こう!","<@LL,Ikki,04>On to the professor's lab!"
007,0x20800e,"<@LL,Ikki,00>あれ? はかせが いない<CD>そうだ ナエさんに きいてみよう","<@LL,Ikki,00>Huh? The professor's not<D3>here. Maybe I should ask Miss Nae."
008,0x208010,"<@LL,Ikki,04>こんにちは! ナエさん","<@LL,Ikki,04>Hello, Miss Nae!"
009,0x208012,"<@RL,Nae,01>こんにちは <&BUF03>くん<CD>また メダリンピック大会<CF><D1>勝ったんですってね<CD>おめでとうございます<CF><D1><@LL,Ikki,01>いやぁ 知ってたんですか<CD>ナエさん<CF><D1><@RL,Nae,01>ええ ア-スモ-ルという<CD>地下じっけんとしのことも<CF><D1><@LL,Ikki,04>さすがは ナエさん!<CF><D1><@LL,Ikki,00>あの ところで<CD>メダロットはかせは...<CF><D1><@RL,Nae,00>おじいさまは 今 メダロット社ですわ<CD>ごめんなさいね<CF><D1><@LL,Ikki,04>あ いえ いいんです","<@RL,Nae,01>Hello, <&BUF03>. I heard you won another Medalympic Tournament. Congratulations.<CF><D1><@LL,Ikki,01>Oh, you already know about that?<CF><D1><@RL,Nae,01>Yes, I know about what happened with EarthMall, The experimental underground city, too.<CF><D1><@LL,Ikki,04>As expected of you, Nae!<CF><D1><@LL,Ikki,00>By the way, Dr. Aki...<CF><D1><@RL,Nae,00>Grampa is working at the Medarot Corporation right now. Sorry.<CF><D1><@LL,Ikki,04>Ah, no. That's fine."
010,0x208014,"<@LL,Ikki,00>...あのっ ナエさん!<CD>レアメダルって 知ってますか?<CF><D1><@RL,Nae,00>...<&BUF03>くんが<CD>どこで その話を 耳にしたのか<CF><D1>知リませんが...<CD>それは いせきなどから<CF><D1>ごく まれに はっけんされる<CD>メダルのことです<CF><D1>レアメダルには<CF><D1>「せかいを せいふくする 力をもつ」<CF><D1>という でんせつが あリます<CF><D1><@LL,Ikki,00>何だか すごいんですね","<@LL,Ikki,00>...Uhm Nae!<D3>Do you know about rare Medals?<CF><D1><@RL,Nae,00>...Where did you here about those, <&BUF03>? Rare Medals are Medals that are rarely found in places like historic sites. Legends say that they, ""have the power to conquer the world.""<CF><D1><@LL,Ikki,00>They sure sound amazing."
011,0x208016,"<@LL,Ikki,00>あの もしかして<CD><&BUF07>の メダル...<CF><D1><@RL,Nae,00>はい?<CF><D1><@LL,Ikki,01>...って そんなわけ ないか!<CF><D1><@LL,Ikki,04>何でも ないです","<@LL,Ikki,00>Say, could <&BUF07>'s Medal...<CF><D1><@RL,Nae,00>Yes?<CF><D1><@LL,Ikki,01>...No, there's no way!<CF><D1><@LL,Ikki,04>It was nothing."
012,0x208018,"<@RL,Nae,01>そうそう そうでしたわ!<CD><&BUF03>くん<CF><D1>わたくしからの おいわいです<CD>となリのヘやから<CF><D1>メダルを もっていってください<CF><D1><@LL,Ikki,01>え! いいんですか? わあい!<CD>あリがとうございます!","<@RL,Nae,01>Oh yes, that's right, <&BUF03>!<CF><D1>Please take a Medal from one of the neighboring room as a gift from me, <&BUF03>.<CF><D1><@LL,Ikki,01>Eh! Is that really okay? Yay! Thanks a lot!"
013,0x20801a,"<@RL,Nae,01>次は 海ていとし<CD>アンダ-シェルですね<CF><D1><@RL,Nae,02>かんこう地なので 大きな きけんは<CD>ないと 思うのですが...<CF><D1><@LL,Ikki,04>だいじょうぶですよ! ナエさん<CF><D1><@RL,Nae,01>そうですわね<CD>...がんばって くださいね<CF><D1><@LL,Ikki,04>はい!","<@RL,Nae,01>Next up is the seabed city, UnderShell.<CF><D1><@RL,Nae,02>I don't believe there should be any danger in the tourist areas...<CF><D1><@LL,Ikki,04>It'll be alright, Ms. Nae!<CF><D1><@RL,Nae,01>That's right.<D3>...Do your best.<CF><D1><@LL,Ikki,04>Yes!"
