Index[#version],Pointer[#version|],Original,Translated
000,0x96f2c,<SFF>てき1体の 全パ-ツに ダメ-ジ<CD><*04>,<SFF>Damages all parts of one<D3>enemy.<*04>
001,0x96f2e,<SFF>てき全体の 1パ-ツに ダメ-ジ<CD><*04>,<SFF>Damages one part of all<D3>enemies.<*04>
002,0x96f30,<SFF>全ての しゃげきパ-ツの<CD>いリょくを プラスして 攻撃<*04>,"<SFF>Attacks enemy using combined<D3>power of all ""Shooting"" parts.<*04>"
003,0x96f32,<SFF>使うたびに 攻撃力が ふえて<CD>ダメ-ジ アップする!<*04>,<SFF>Buffs attack power after<D3>each use!<*04>
004,0x96f34,<SFF>使うたびに ぼうぎょ力が ふえて<CD>ダメ-ジ ダウンする!<*04>,<SFF>Buffs Defense after each<D3>use!<*04>
005,0x96f36,<SFF>かくとうと しゃげきの リょうほうに<CD>こうかのある トラップを セットする<*04>,<SFF>Sets a trap that targets<D3>both Melee and Shooting parts.<*04>
006,0x96f38,<SFF>てき全体に 「ヘんどう」の<CD>マイナス症状を つける<*04>,<SFF>Induces Flux status<D3>on all enemies.<*04>
007,0x96f3a,<SFF>てき全体に 「そくばく」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Bind status<D3>on all enemies.<*04>
008,0x96f3c,<SFF>てき全体に 「けいぞく」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Burn status<D3>on all enemies.<*04>
009,0x96f3e,<SFF>てき全体に 「ていし」の<CD>マイナス症状を つける<*04>,<SFF>Inflicts Stop status<D3>on all enemies.<*04>
010,0x96f40,<SFF>てきに ダメ-ジを あたえて<CD>自分の ダメ-ジを かいふくする<*04>,<SFF>Damages an enemy and<D3>replenishes user's health.<*04>
011,0x96f42,<SFF>ひこうメダロット 全体に<CD>マイナス症状を つける<*04>,<SFF>Inflicts status ailments on<D3>all Flying Medarots.<*04>
012,0x96f44,<SFF>せんすいメダロット 全体に<CD>マイナス症状を つける<*04>,<SFF>Inflicts status ailments on<D3>all Aquatic Medarots.<*04>
013,0x96f46,<SFF>みかた全体の<CD>さくてきと いんペいを アップする<*04>,<SFF>Buffs effects of Scan<D3>and Conceal.<*04>
014,0x96f48,<SFF>みかた全体の<CD>頭パ-ツの 回数を アップする<*04>,<SFF>Increases Head part uses<D3>of all allies.<*04>
015,0x96f4a,<SFF>せんとうフィ-ルドの 地形を<CD>「さばく」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Desert field<*04>
016,0x96f4c,<SFF>せんとうフィ-ルドの 地形を<CD>「あリじごく」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Antlion Trap field<*04>
017,0x96f4e,<SFF>せんとうフィ-ルドの 地形を<CD>「さんち」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Mountain field<*04>
018,0x96f50,<SFF>せんとうフィ-ルドの 地形を<CD>「かざん」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Volcano field<*04>
019,0x96f52,<SFF>せんとうフィ-ルドの 地形を<CD>「しんリん」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Forest field<*04>
020,0x96f54,<SFF>せんとうフィ-ルドの 地形を<CD>「ジャングル」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Jungle field<*04>
021,0x96f56,<SFF>せんとうフィ-ルドの 地形を<CD>「まちなか」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Street field<*04>
022,0x96f58,<SFF>せんとうフィ-ルドの 地形を<CD>「スタジアム」に ヘんかさせる<*04>,<SFF>Changes battle terrain<D3>into Stadium field<*04>
