Index[#version],Pointer[#version|],Original,Translated
000,0x1e8000,"<@LL,Ikki,04>ふぁ-あ よくねた!<CF><D1>...さぁて! 今日は<CD>メダロポリスに 行って<CF><D1>花園学園で メダリンピック大会だ!<CF><D1>花園学園と 言えば ぼくのライバル<CD>ねっけつ 早とちリの コウジと<CF><D1>かれんな びしょうじょ<CD>カリンちゃん...♥<CF><D1>それから 学園1の お金もちの<CD>おぼっちゃん ハチロウが<CF><D1>いるんだよな!<CF><D1><@LL,Ikki,00>ぼくの たいせん あいては<CD>だれかな?<CF><D1><@LL,Ikki,04>たのしみだなぁ♥<CF><D1><@LL,Ikki,01>よし! 今日も はリきって<CD>ロボトルだっ!!","<@LL,Ikki,04>Yaaawn,  I slept well!<CF><D1>Now then! It's time to head over to Medaropolis.<CF><D1>The Medalympic tournament is being held there at Hanazono Private School.<CF><D1>Speaking of Hanazono, there's people there like my rival, the hot-headed and<CF><D1>quick-witted, Koji<CF><D1>and the beautiful and lovely, Karin... ♥<CF><D1>And then there's the youngest and wealthiest heir attending Hanazono, Hachiro.<CF><D1><@LL,Ikki,00>I wonder who's going to be my opponent on the stage of battle?<CF><D1><@LL,Ikki,04>I can't wait ♥<CF><D1><@LL,Ikki,01>Alright, let's robattle again today!"
001,0x1e8002,"<@LL,Ikki,01>行ってきま-っす!<CF><D1><@RL,IkkiMom,00>ちょっと <&BUF0A>!<CD>ごはんは?","<@LL,Ikki,01>I'm off!<CF><D1><@RL,IkkiMom,00>Wait just a minute, <&BUF0A>! What about breakfast?"
002,0x1e8004,"<@RL,IkkiMom,01>...んもう!<CF><D1><@RL,IkkiDad,00>.......","<@RL,IkkiMom,01>...Mm, geez!<CF><D1><@RL,IkkiDad,00>......."
003,0x1e8006,"<@RL,IkkiDad,01>パパが 食ベちゃおっかな-♥","<@RL,IkkiDad,01>Well then, maybe I'll just have to eat it myself-♥"
004,0x1e8008,"<@RL,Salty,00>きゅう きゅうぅん","<@RL,Salty,00>Aroo roo"
005,0x1e800a,"<@RL,IkkiDad,00>く...くるしい...っ<CD>た...食ベすぎた","<@RL,IkkiDad,00>O-oh man...<D3>I-I ate too much."
006,0x1e800c,"<@RL,IkkiMom,00>たまには お家に いたらどう?","<@RL,IkkiMom,00>Why don't you ever have days where you just stay home?"
007,0x1e800e,"<@LL,Ikki,04>早く メダロポリスヘ 行こう!<CF><D1>おみくじ町を 右に行ったら<CD>メダロポリスだ!","<@LL,Ikki,04>Let's get to Medaropolis right away!<CF><D1>If I go to the right of Omikuji Town, I'll find Medaropolis!"
008,0x1e8010,"<@LL,Ikki,04>まずは コンビニに 行って<CD>ヒカルさんに せんきょうほうこくだ!","<@LL,Ikki,04>I need to go to the convenience store and fill in Hikaru!"
009,0x1e8012,"<@LL,Ikki,00>メダロット研究所の はかせに<CD>会いに行こう!","<@LL,Ikki,00>I should go visit the doctor at the Medarot Research Institute!"
010,0x1e8014,"<@RL,Clerk,00>いらっしゃいませ!<CD>メダロッタ-ズヘ ようこそ!<CF><D1>もうしわけございませんが<CD>先日の でんぱいじょうによリ<CF><D1>ショップの パ-ツはんばいが<CD>いちじこんらんしておリます<CF><D1>かいふくまで しばらく<CD>おまちください<CF><D1><@LL,Ikki,00>そうか この前の じけんで<CD>ここにも ひがいが 出ているのか","<@RL,Clerk,00>Hello, valued customer! Welcome to Medarotters!<CF><D1>I apologize, but due to a strange radio wave the other<CF><D1>day, our sales system has been temporarily disrupted.<CF><D1>Please wait patiently while it is restored.<CF><D1><@LL,Ikki,00>Really... that event from the other day caused damage all the way to here as well?"
011,0x1e8016,"<@RL,Clerk,00>いらっしゃいませ!<CD>メダロッタ-ズヘ ようこそ!","<@RL,Clerk,00>Hello, valued customer! Welcome to Medarotters! "
012,0x1e8018,"<@RL,Clerk,00>いらっしゃいませ!<CD>メダロッタ-ズヘ ようこそ!","<@RL,Clerk,00>Hello, valued customer! Welcome to Medarotters! "
013,0x1e801a,"<@RL,Clerk,00>いらっしゃいませ!<CD>メダロッタ-ズヘ ようこそ!","<@RL,Clerk,00>Hello, valued customer! Welcome to Medarotters! "
014,0x1e801c,"<@LL,Ikki,04>いろんな メダロットが ならんでいる<CD>貝たことない メダロットまであるぞ","<@LL,Ikki,04>There are multiple types of Medarots lined up here. Even<CF><D1>ones I've never seen before!"
015,0x1e801e,"<@RL,Lady2,00>いらっしゃいませ<CF><D1>こちらでは メダリンクの<CD>うけつけを おこなっています<CF><D1>メダロッタ-とうろくカ-ドは<CD>おもちですか?<CF><D1>はい<CD>かくにんしました<CF><D1>それでは メダリンクについて<CD>ごせつめい いたします","<@RL,Lady2,00>Welcome valued customer.<CF><D1>This is the information desk, where you can register for<CF><D1>Medalink.<CF><D1>Do you have a Medarotter Registration Card?<CF><D1>Okay, I've confirmed that you are a card holder.<CF><D1>Well then, I shall now explain Medalink to you."
016,0x1e8020,"<@RL,Lady2,00>メダリンクの ごリよう<CD>あリがとうございます<CF><D1>メダリンクの せつめいを<CD>しましょうか?<*04>","<@RL,Lady2,00>Thank you for using Medalink!<CF><D1>Would you like an explanation?<*04>"
017,0x1e8022,"<@RL,Lady2,00>またの ごリよう<CD>おまちしておリます","<@RL,Lady2,00>I look forward to seeing you again."
018,0x1e8024,"<@RL,Lady2,00>メダリンクの せつぞくは<CD>下の4だいの マシンで 行います<CF><D1>左上のマシンから はじめて<CD>メダリンクで かちぬくと<CF><D1>つぎの メダリンクヘの<CD>ランクアップが かのうになリます<CF><D1>ランクアップしたら していされた<CD>マシンにせつぞくしてください<CF><D1>みごと トップランカ-と なった<CD>方には けいひんを さしあげます!<CF><D1>みなさん がんばってください<CF><D1><@LL,Ikki,04>はいっ","<@RL,Lady2,00>Medalink connections are made using the machines below.<CF><D1>Starting with the upper-left machine, if you win your<CF><D1>Medalink, then you can move up to the next Medalink level.<CF><D1>Once you can move on, please connect to the designated<CF><D1>machine.<CF><D1>The ones who reach the highest level will get a gift!<CF><D1>Do your best!<CF><D1><@LL,Ikki,04>Yes!"
019,0x1e8026,"<@RL,Lady2,00>おめでとう ございます!<CD>みごと メダリンクだい1いに<CF><D1>なられた あなたに けいひんを<CD>さしあげます!","<@RL,Lady2,00>Congratulations! You have won first place in the Medalink and have earned a prize!"
020,0x1e8028,"<@RL,Lady2,00>それでは このあとは ミニゲ-ムを<CD>お楽しみください<CF><D1>ごリよう あリがとうございました","<@RL,Lady2,00>We hope you enjoyed our minigames and thank you for your patronage."
021,0x1e802a,"<@RL,Lady2,00>メダリンク ごリよう<CD>あリがとうございました","<@RL,Lady2,00>Thank you for using Medalink!"
022,0x1e802c,"<@LL,Ikki,00>ここでは メダロットに かんけいした<CD>イベントが 行われる みたいだけど<CF><D1>今は 何も やっていないようだ","<@LL,Ikki,00>This is where Medarot related events happen, but nothing<CF><D1>seems to be going on right now."
023,0x1e802e,"<@RL,Lady2,00>ごめんなさいね<CF><D1>何でも でんぱいじょうとかで<CD>パ-ツの はんばいが できないのよ<CF><D1>もう少し してから<CD>また 来てね<CF><D1><@LL,Ikki,00>はい 分かリました","<@RL,Lady2,00>My apologies.<CF><D1>Due to the strange radio waves, I'm unable to sell you<CF><D1>any parts at the moment.<D3>Please come back in a little<CF><D1>while, after you've done some other things.<CF><D1><@LL,Ikki,00>Okay, got it!"
024,0x1e8030,"<@LL,Ikki,00>カギが かかってる","<@LL,Ikki,00>It's locked."
025,0x1e8032,"<@RL,Man,00>ここの じゅうにんって<CD>ヘんなやつ ばっかリなんだよ<CF><D1>あっ...わたしもか<CD>フフフッ...","<@RL,Man,00>The residents here are all<D3>strange people.<CF><D1>Ah... that includes me. Huhuhu...."
026,0x1e8034,"<@LL,Ikki,00>カギが かかってる","<@LL,Ikki,00>It's locked."
