Index[#version],Pointer[#version|],Original,Translated
000#kabuto,0x1dc000,"<@RL,Metabee,00>お前が ビビって どうするよ<CF><D1><@RL,Boy,00>そっちヘ 行ったぞ!","<@RL,Metabee,00>Quit freaking out.<CF><D1><@RL,Boy,00>It's going that way!"
000#kuwagata,0x1dc000,"<@RL,Rokusho,00>お前が うろたえて どうする<CF><D1><@RL,Boy,00>そっちヘ 行ったぞ!","<@RL,Rokusho,00>Keep calm.<CF><D1><@RL,Boy,00>It's going that way!"
001,0x1dc002,"<@LL,Ikki,06>おいおいおいおいおい!!","<@LL,Ikki,06><f08>Ahhhh!<f00> Waiiiiit!"
002#kabuto,0x1dc004,"<@LL,Ikki,02>いきなリ 何するんだっ!!<CD>あぶないだろっ!!<CF><D1><@RL,Metabee,00>お前を ねらったんじゃね-<CF><D1><@LL,Ikki,02>うそつけっ!<CF><D1><@RL,Metabee,00>メダロットは 人間を わざと<CD>攻撃したリ できないんだぜ?<CF><D1><@LL,Ikki,05>.....<CD>じゃあ 何を ねらったんだよ<CF><D1><@RL,Metabee,00>分からね-<CF><D1><@LL,Ikki,02>おいっ!<CF><D1><@RL,Metabee,00>何か 小さなもんだ","<@LL,Ikki,02>What are you doing!? You almost hit me!<CF><D1><@RL,Metabee,00>I wasn't aiming at you.<CF><D1><@LL,Ikki,02>Liar!<CF><D1><@RL,Metabee,00>A Medabot can't attack a human. Don't you know that?<CF><D1><@LL,Ikki,05>...then what were you aiming at?<CF><D1><@RL,Metabee,00>Dunno.<CF><D1><@LL,Ikki,02>HEY!<CF><D1><@RL,Metabee,00>It's something small."
002#kuwagata,0x1dc004,"<@LL,Ikki,02>いきなリ 何するんだっ!!<CD>あぶないだろっ!!<CF><D1><@RL,Rokusho,00>おまえを ねらったのではない<CF><D1><@LL,Ikki,02>うそつけっ!<CF><D1><@RL,Rokusho,00>メダロットは 人間を わざと<CD>攻撃など できないのだぞ?<CF><D1><@LL,Ikki,05>.....<CD>じゃあ 何を ねらったんだよ<CF><D1><@RL,Rokusho,00>分からん<CF><D1><@LL,Ikki,02>おいっ!<CF><D1><@RL,Rokusho,00>何か 小さなものだ","<@LL,Ikki,02>What are you doing!? You almost hit me!<CF><D1><@RL,Rokusho,00>You weren't my target.<CF><D1><@LL,Ikki,02>Liar!<CF><D1><@RL,Rokusho,00>A Medabot cannot endanger a human. Aren't you aware of that?<CF><D1><@LL,Ikki,05>...then what were you aiming at?<CF><D1><@RL,Rokusho,00>No idea.<CF><D1><@LL,Ikki,02>HEY!<CF><D1><@RL,Rokusho,00>It's something small."
003#kabuto,0x1dc006,"<@LL,Ikki,07>ゴキブリ!?<CF><D1><@RL,Metabee,00>それぐらいの 大きさのやつだ<CD>だけど あれは ゴキブリじゃね-<CF><D1><@LL,Ikki,05>え...?<CF><D1><@RL,Metabee,00>もう にげちまったよ","<@LL,Ikki,07>A cockroach!?<CF><D1><@RL,Metabee,00>It's the same size, but it's not a cockroach.<CF><D1><@LL,Ikki,05>Eh...?<CF><D1><@RL,Metabee,00>Looks like it's already gone."
003#kuwagata,0x1dc006,"<@LL,Ikki,07>ゴキブリ!?<CF><D1><@RL,Rokusho,00>それぐらいの 大きさのものだ<CD>だが あれは ゴキブリではない<CF><D1><@LL,Ikki,05>え...?<CF><D1><@RL,Rokusho,00>にがしたか...まあいい","<@LL,Ikki,07>A cockroach!?<CF><D1><@RL,Rokusho,00>The size is similar, but that wasn't a cockroach.<CF><D1><@LL,Ikki,05>Eh...?<CF><D1><@RL,Rokusho,00>It got away... well, that's alright."
004,0x1dc008,"<@RL,Boy,00>ちょっと おトクな ウラワザ<CF><D1>メダロット租み立て画面で<CD>スタ-トボタンを おすと<CF><D1>じゅんせいパ-ツで メダロットが<CD>租み上がるんだぜ!<CF><D1>...まあ「パ-ツひとそろえ<CD>持っていれば」の 話だけどな<CF><D1>え? よく分からない?<CD>だったら とにかく やってみろよ!","<@RL,Boy,00>Hey, you want to know a hidden trick?<CF><D1>On the Medabot Assembly screen you can press <f02>Start <f00>to assemble your Medabot with the original parts!<CF>...Well, that's only if you have a complete part set for it.<CF>Huh? You don't get it?<D3>In that case, just try it!"
005,0x1dc00a,"<@RL,Girl,00>わたし ロボトルしたら できるだけ<CD>たくさん あいての パ-ツを<CF><D1>こわすように してるの<CF><D1>だって その方が パ-ツ<CD>あつまリやすいんだもん","<@RL,Girl,00>I try to destroy as many parts as possible when I robattle, that way it's easier to target the parts that I want to."
006,0x1dc00c,"<@RL,WheeledMedabot,00>おれも「ミニハンドル」つけて<CD>もらって マスタ-と いっしょに<CF><D1>町を つっぱしリたいな-","<@RL,WheeledMedabot,00>Master and I attached Mini Handle together.<CF><D1>I want to zip around the streets like lightning!"
007,0x1dc00e,"<@LL,Ikki,00>新聞を かんせいさせるには<CD>じょうほうが 足リないらしい...","<@LL,Ikki,00>It seems like there's not enough information to finish the newspaper..."
008,0x1dc010,"<@RL,Erika,00>まだまだ ネタが 足リないんだから<CD>ちゃんと 2かいも しらベてよ!","<@RL,Erika,00>We don't have enough material, so go check the second floor!"
009,0x1dc012,"<@RL,Erika,00><&BUF03>!<CD>何か 分かった?<CF><D1><@LL,Ikki,05>ロボロボ団っぽい イタズラも<CD>あれば ロボロボ団らしくない<CF><D1>イタズラも あったリして...<CF><D1><@RL,Erika,05>たよリない じょうほうね...<CF><D1><@RL,Erika,00>でも つかまってた ロボロボ団の<CD>かんぶたちは にげだしたって<CF><D1>話だし じけんに ロボロボ団が<CD>かかわってる かのうせいは<CF><D1>じゅうぶん あるわ!<CF><D1><@LL,Ikki,05>えぇ-? 全く 何やってんだよ<CD>セレクト隊は!<CF><D1><@RL,Erika,00><&BUF03>! この町で<CD>あやしい場所と いえば!?<CF><D1><@LL,Ikki,05>やっぱリ あの つぶれた<CD>工場だろうな...<CF><D1><@RL,Erika,02>そこしか ないわよね!<CD>じゃ さっさと 行くわよ!","<@RL,Erika,00><&BUF03>!<D3>So, what have you found out?<CF><@LL,Ikki,05>It seems to be a stunt similar to one the Rubberobos would pull, but it doesn't seem to be the Rubberobos...<CF><@RL,Erika,05>What unreliable info...<CF><@RL,Erika,00>I heard that the Rubberobo executives have escaped.<CF>So it's possible that they have a hand in this!<CF><@LL,Ikki,05>Huh? Just what is the Select Corp doing!?<CF><@RL,Erika,00><&BUF03>! What's the most suspicious place in town!?<CF><@LL,Ikki,05>That'd have to be the abandoned factory...<CF><@RL,Erika,02>That has to be it!<D3>Okay, let's get going!"
010,0x1dc014,"<@RL,Erika,02>そこ どいてっ!","<@RL,Erika,02>Out of the way!"
011,0x1dc016,"<@LL,Ikki,00>あの 工場は 学校を出て 左上だ<CD>アリカの あとを おわなきゃ!","<@LL,Ikki,00>The factory is to the upper left of the school. We've got to go after Erika!"
012,0x1dc018,"<@RL,Erika,02>もうっ! 歩くの おそいんだから!<CF><D1><@LL,Ikki,06>アリカが はやすぎるんだよ!<CF><D1><@RL,Erika,00>ここの ドアのカギ<CD>まだ 新しいわ","<@RL,Erika,02>You're so slow!<CF><@LL,Ikki,06>You're just too fast, Erika!<CF><@RL,Erika,00>Huh... the lock on this door is new."
013,0x1dc01a,"<@LL,Ikki,00>つけかえられた ばかリなのか<CD>...あやしいな","<@LL,Ikki,00>So it's been replaced recently...<D3>That's suspicious."
014#kabuto,0x1dc01c,"<@RL,Metabee,00>そこを どけ!","<@RL,Metabee,00>Outta the way!"
014#kuwagata,0x1dc01c,"<@RL,Rokusho,00>そこを どけ<CD>けがをするぞ","<@RL,Rokusho,00>Get out of the way, or you'll get hurt!"
015#kabuto,0x1dc01e,"<@RL,Metabee,00>あいたぞ<CF><D1><@LL,Ikki,00>よし! じゃあ...<CF><D1><@RL,Erika,04>お先に どうぞ!","<@RL,Metabee,00>I've opened it!<CF><D1><@LL,Ikki,00>Alright! Well then...<CF><D1><@RL,Erika,04>After you!"
015#kuwagata,0x1dc01e,"<@RL,Rokusho,00>ひらいたぞ<CF><D1><@LL,Ikki,00>よし! じゃあ...<CF><D1><@RL,Erika,04>お先に どうぞ!","<@RL,Rokusho,00>I have cleared the way!<CF><D1><@LL,Ikki,00>Alright! Well then...<CF><D1><@RL,Erika,04>After you!"
016,0x1dc020,ぶつぶつ...ぶつぶつ,<f08>Grumblegrumble<f00>...<D3><f08>mumblemumble<f00>...
017,0x1dc022,"<@RL,Erika,00>何よ 中 まっくらじゃない<CD><&BUF03>...!","<@RL,Erika,00>What's with this, it's pitch black in here, <&BUF03>...!"
018,0x1dc024,"<@LL,Ikki,00>アリカ?<CD>どこ...?","<@LL,Ikki,00>Erika? Where are you?"
019,0x1dc026,"<@LL,Ikki,05>いった-...頭 ぶつけちゃったよ<CD>...何だ これ?","<@LL,Ikki,05><f08>Ow!<f00><D3>...I hit my head. <CF>...Huh, what's this?"
020,0x1dc028,"<@RL,Erika,07>きゃっ! <&BUF03><CD>変なとこ さわんないでよ!<CF><D1><@LL,Ikki,05>え? 知らないよ<CF><D1><@RL,Mystery,00>...ぼ?","<@RL,Erika,07><f08>Eeek!<f00> <&BUF03>, don't touch me in weird places!<CF><D1><@LL,Ikki,05>Huh? I've got no clue what you're talking about!<CF><D1><@RL,Mystery,00>...Bo?"
021,0x1dc02a,"<@RL,Erika,05>な 何?<CF><D1><@RL,Erika,02>あんたじゃ なきゃ<CD>いったい だれが...","<@RL,Erika,05>Wh-what?<CF><D1><@RL,Erika,02>If it isn't you, then who's..."
022,0x1dc02c,"ぶつぶつ...ぶつぶつ<CF><D1><@RL,Erika,02>次 やったら<CD>ただじゃ おかないからね!","<f08>Grumblegrumble<f00>...<D3><f08>Mumblemumble...<f00><CF><D1><@RL,Erika,02>You won't get away unscathed if you do it again!"
023,0x1dc02e,"<@RL,Erika,05>ちょ...ちょっ...と<CD>いいかげんに...<CF><D1><@RL,Mystery,00>...ぼ?<CF><D1><@RL,Erika,07>きゃ--っ!<CD>もう いや-っ!!","<@RL,Erika,05>W...Wait... That's enough...<CF><D1><@RL,Mystery,00>...Bo?<CF><D1><@RL,Erika,07><f08>Eeek!<f00> No more!"
024,0x1dc030,"<@LL,Ikki,07>アリカ!?","<@LL,Ikki,07>Erika!?"
025,0x1dc032,"<@LL,Ikki,07>え...?","<@LL,Ikki,07>Eeh...?"
026,0x1dc034,"<@RL,FloatingMedabot,00>...ぽ?<CF><D1><@LL,Ikki,00>メ メダロット?","<@RL,FloatingMedabot,00>...Po?<CF><D1><@LL,Ikki,00> A M-Medabot?"
027,0x1dc036,"<@LL,Ikki,07>なっ 何者!?<CF><D1><@RL,ScientistMale,01>フッ わたしか? わたしは 白玉<CF><D1>メダロット研究所で ナエさんの<CD>じょしゅを つとめる<CF><D1>天才研究いん 白玉とは<CD>わたしのことだ!<CF><D1><@LL,Ikki,00>その白玉さんが<CD>どうして こんなところに?<CF><D1><@RL,ScientistMale,00>フッ つまらない リゆうで<CD>おいだされて しまってね<CF><D1>やはリ はかせを 「おじいさん」と<CD>よんだのが まずかったか...<CF><D1>こんど 会うときは<CD>「おじいさま」と およびしなければ<CF><D1><@LL,Ikki,05>「おじいさま」って...<CF><D1><@RL,ScientistMale,00>ナエさんの おじいさまは<CD>わたしの おじいさまだからな<CF><D1><@LL,Ikki,05>よけいな おせわかも しれないけど<CD>それは 言わないほうが...<CF><D1><@LL,Ikki,00>それはそうと ここで<CD>何やってたんですか?<CF><D1><@RL,ScientistMale,01>フッフッフ よくぞ 聞いてくれた!<CD>貝よ! これが わたしの<CF><D1>研究の たまものだ!<CD>メダロット転送!!","<@LL,Ikki,07>Wh-who are you!?<CF><D1><@RL,ScientistMale,01>Hmph. Me? I'm Shiratama.<CF>I work at the Medabot Lab as Ms. Nae's assistant and I'm a genius researcher!<CF><@LL,Ikki,00>Why are you in a place like this, Mr. Shiratama?<CF><@RL,ScientistMale,00>Hmph, I was fired for some trivial reason. I guess I really shouldn't have called the doctor ""Gramps""...<CF>Next time, I'll be sure to call him ""Grandfather"".<CF><@LL,Ikki,05>I don't think he'd like that either...<CF><@RL,ScientistMale,00>Ms. Nae's grandfather is my future grandfather in law.<CF><@LL,Ikki,05>I know it doesn't concern me, but I don't think that's something you should say...<CF><@LL,Ikki,00>By the way, what are you doing here?<CF><@RL,ScientistMale,01><f08>Huhuhu<f00>, listen and behold! As you see the fruit of my research!<CF>Medabot Transport!"
