Index[#version],Pointer[#version|],Original,Translated
000,0x200000,"<@LR,Erika,04>えヘヘっ ラッキ-♪<CF><D1><&BUF0A>の メダロッチの<CD>中に 入れておこ-っと♪","<@LR,Erika,04>Ehehe, how lucky ♪<CF><D1>I'll put it in <&BUF0A>'s medarotch ♪"
001,0x200002,むにゃ むにゃ,Mumble mumble
002,0x200004,"<@RL,OldMan,00>ばあさん お茶は まだか?",
003,0x200006,"<@RL,OldMan,00>むにゃ むにゃ...","<@RL,OldMan,00>Mumble mumble"
004,0x200008,"<@LR,Koji,00>もしもし こんな所で ねていたら<CD>かぜを ひいてしまいますよ<CF><D1><@RL,OldMan,00>うん?","<@LR,Koji,00>Hello? You'll get a cold sleeping at a place like this.<CF><D1><@RL,OldMan,00>Hm?"
005,0x20000a,"<@RL,OldMan,00>むにゃ むにゃ","<@RL,OldMan,00>Mumble mumble"
006,0x20000c,"<@LR,Koji,03>また ねちまった...<CD>こまった じいさんだな...","<@LR,Koji,03>He's back asleep... What a troublesome old man..."
007,0x20000e,"<@RL,OldMan,00>はいよ シルバ-!!","<@RL,OldMan,00>Hi-yo Silver!!"
008,0x200010,"<@LR,Koji,04>うわっ!!","<@LR,Koji,04>Uwah!!"
009,0x200012,"<@LR,Koji,04>な なんだ なんだぁ?","<@LR,Koji,04>What? What is it?"
010,0x200014,"<@RL,OldMan,00>ふっ くろかみの おとめよ♥<CD>あくとうどもは せいばいしましたぞ<CF><D1><@LR,Koji,01>なっ!!<CD>オレは 男だっ!!","<@RL,OldMan,00>Hu, it's a black-haired maiden ♥<D3>The evil has been vanquished.<CF><D1><@LR,Koji,01>Wh-!?<D3>I'm a boy!!<D3>"
011,0x200016,"<@RL,OldMan,00>...わしは ゆかねばならん<CD>これを わしだと おもってくだされ","<@RL,OldMan,00>...I must go, until I'm once again needed."
012,0x200018,"<@RL,OldMan,00>なごリおしいが これも さだめじゃ!<CD>さらば くろかみのおとめよ!!","<@RL,OldMan,00>It is regrettable, but thus is fate! Farewell, oh black-haired maiden."
013,0x20001a,ぐう ぐうっ...,Ghh ghh...
014,0x20001c,"<@LR,Koji,03>ちぇっ サラサラストレ-トヘア-も<CD>考えものだな","<@LR,Koji,03>Tch, he just had to focus on my silky, straight hair."
015,0x20001e,"<@LR,Koji,02>このパ-ツは... そうだな<CF><D1><&BUF0A>の メダロッチにでも<CD>入れておくか","<@LR,Koji,02>This part... That's it.<CF><D1>I'll put it in <&BUF0A>'s medarotch."
016,0x200020,むにゃ むにゃ,"Mumble, mumble"
017,0x200022,"<@RL,OldMan,00>はあ どなたさまかいのう?","<@RL,OldMan,00>Huh, who are you?"
018,0x200024,むにゃ むにゃ...,"Mumble, mumble"
019,0x200026,むにゃ むにゃ,"Mumble, mumble"
020,0x200028,"<@RL,OldMan,00>ばあさん わしの入ればは どこじゃ?",
021,0x20002a,"<@RL,OldMan,00>むにゃ むにゃ...","<@RL,OldMan,00>Mumble, mumble..."
022,0x20002c,"<@LR,Erika,00>もしもし おじいさん...<CF><D1><@RL,OldMan,00>うん?",
023,0x20002e,"<@RL,OldMan,00>むにゃ むにゃ","<@RL,OldMan,00>Mumble, mumble"
024,0x200030,"<@LR,Erika,05>また ねちゃった...",
025,0x200032,"<@RL,OldMan,00>こ ここは どこじゃ!!",
026,0x200034,"<@LR,Erika,04>セレクト隊よ<CF><D1><@RL,OldMan,00>そリゃ まあ... ごしんせつに",
027,0x200036,ぐう ぐうっ...,
028,0x200038,"<@LR,Erika,05>けっきょく ねちゃうのね...",
029,0x20003a,"<@RL,OldMan,00>いや- すごかったのう<CD>すっかリ 目が さめてしもうたわい",
030,0x20003c,"<@RL,SelectCorpsGrunt,00>ここは セレクト隊の <CD>ア-スモ-ルしぶ であリます","<@RL,SelectCorpsGrunt,00>This is the Select Corps' Earth Mall Branch."
031,0x20003e,"<@RL,SelectCorpsGrunt,00>さいきん きみょうなじけんが<CD>町で はっせいしているであリます","<@RL,SelectCorpsGrunt,00>There've been some incidents around town these days."
032,0x200040,"<@RL,SelectCorpsGrunt,00>ロボロボ団の<CD>れんちゅうが 町を さわがせて<CF><D1>こまっているで あリます!","<@RL,SelectCorpsGrunt,00>That Roborobo Gang is causing trouble in the town!"
033,0x200042,"<@RL,SelectCorpsGrunt,00>たくさんメダルを 持っている人...<CD>で あリますか?<CF><D1>自分には 分からないであリます","<@RL,SelectCorpsGrunt,00>Someone with... a lot of medals?<CF><D1>I don't know about any."
034,0x200044,"<@RL,SelectCorpsGrunt,00>ロボロボ団の れんちゅうにも<CD>こまったもので あリますな",
035,0x200046,"<@RL,SelectCorpsGrunt,00>行方ふめい? 15年ぐらい前?<CF><D1>こもリ型メダロットであリますね?<CD>ふむむ ちょっと おまちください",
036,0x200048,"<@RL,SelectCorpsGrunt,00>オガサワラさんから そうさくねがいは<CD>出ていないようであリます<CF><D1><@LL,Ikki,05>そっか... って<CD>なんでノ-トなの? パソコンは?<CF><D1><@RL,SelectCorpsGrunt,00>はぁ...よさんは みんな本部が<CD>使いきってしまって...",
037,0x20004a,"<@RL,SelectCorpsGrunt,00>ここは パソコンどころか<CD>われわれのすわる イスすらも<CF><D1>買って もらえないであリますよ<CF><D1><@LL,Ikki,03>なんだかなぁ",
038,0x20004c,"<@RL,SelectCorpsGrunt,00>おやくに立てなくて<CD>もうしわけないであリます",
039,0x20004e,"<@RL,SelectCorpsGrunt,00>本当のことを 言うと こわくて<CD>しかたがなかったであリます<CF><D1><@LL,Ikki,00>ヘぇ-っ そうだったんだ<CF><D1>でも あの時の セレクト隊って<CD>みんな とっても かっこよかったよ",
040,0x200050,"<@RL,SelectCorpsGrunt,01>本当であリますか? そう言って<CD>もらえるなんて うれしいであリます",
041,0x200052,"<@RL,SelectCorpsGrunt,00>こまったことが あったら<CD>いつでもそうだんに のるであリます","<@RL,SelectCorpsGrunt,00>There've been some strange incidents around town lately. Let us know if you run into trouble."
