Index[#version],Pointer[#version|],Original,Translated
000,0x224000,"<@RL,Boy2,03>電話 電話が あったんだ!<CD>ロボロボって やつらから!<CF><D1>兄さんを ヘルズゲ-トに<CD>おいて来たって!<CF><D1>早く! 早く 行かないと<CD>間に合わないよ!!<CF><D1><@LL,Ikki,06>だ だから その<CD>ヘルズゲ-トって 何なんだよ!?<CF><D1><@RL,Boy2,03>その名の通リ「じごくヘの門」だよ<CD>ヘブンスゲ-ト中から あつめられた<CF><D1>ゴミが そこで しょぶんされるんだ<CD>やつら ゲ-ムだって 言ってた!<CF><D1>つまリ 時間までに にっ兄さんを<CD>たすけられるか どうか!<CF><D1><@LL,Ikki,07>何だって!? あの ゆかいな<CD>イタズラしゅうだんが そっそんな<CF><D1>あくの そしきみたいなこと!<CD>どうなってんだ!?<CF><D1>とっとにかく それなら<CD>早く 大人の人を!<CF><D1><@RL,Boy2,03>それじゃ 間に合わない!<CD>大人は いっつも 行動が<CF><D1>おそいんだから!<CD>ぼく 1人だって 行くよ!","<@RL,Boy2,03>T-there was a call! From the RoboRobo Gang!<CF><D1>They left big bro in Hell's Gate!<CF><D1>Hurry! We need to hurry or we aren't gonna make it!!<CF><D1><@LL,Ikki,06>W-wait, what is Hell's Gate anyway!?<CF><D1><@RL,Boy2,03>It's where all the trash from Heaven's Gate is disposed of!<CF><D1>They even called it a game!<CF><D1>They want to see if we can save him in time!<CF><D1><@LL,Ikki,07>What!? That gang only knows how to pull off harmless pranks!<CF><D1>W-why did they suddenly become something like an evil organization!?<CF><D1>A-anyway, we should call the adults for help!<CF><D1><@RL,Boy2,03>They won't make it in time!<CF><D1>Adults are always so slow to act! I'll go by myself if I have to!"
001,0x224002,"<@LL,Ikki,07>まって! カモメちゃん!","<@LL,Ikki,07>Gull! Wait!"
002,0x224004,"<@LL,Ikki,00>その ヘルズゲ-トって場所には<CD>ぼくが 行くよ!<CF><D1>カモメちゃんは 早く 大人の人を<CD>よんで来て!<CF><D1><@RL,Boy2,03>でもっ...!<CF><D1><@LL,Ikki,00>時間ないんだろ?<CD>だったら 早く!<CF><D1><@RL,Boy2,00>わ 分かった! じゃあ<CD>この カギを うけとって!","<@LL,Ikki,00>I'll go to Hell's Gate or whatever that place is!<CF><D1>So Gull, you need to call the adults for help!<CF><D1><@RL,Boy2,03>But...!<CF><D1><@LL,Ikki,00>There's no time, right? Hurry up and go!<CF><D1><@RL,Boy2,00>G-got it! Then take this key with you!"
003,0x224006,"<@LL,Ikki,00>これは?<CF><D1><@RL,Boy2,00>ヘルズゲ-トは ヘブンスゲ-トの<CD>地下に あるんだ<CF><D1>エレベ-タ-で そのキ-を 使えば<CD>地下に 行けるようになる<CF><D1><@LL,Ikki,04>カラスは ぼくが かならず たすける<CD>さあ カモメちゃん 早く 行って!<CF><D1><@RL,Boy2,00><&BUF0A>くん...<CF><D1>気をつけて!<CF><D1><@LL,Ikki,04>うん","<@LL,Ikki,00>What's this?<CF><D1><@RL,Boy2,00>Hell's Gate is in the basement of Heaven's Gate.<CF><D1>To go there, you need to use that key in the elevator.<CF><D1><@LL,Ikki,04>I'll save Crow, I promise! Now, go!<CF><D1><@RL,Boy2,00><&BUF0A>...<CF><D1>Be careful!<CF><D1><@LL,Ikki,04>Yeah."
004,0x224008,"<@LL,Ikki,00>ふうっ 何だか 大会どころじゃ<CD>なくなったな<CF><D1>宇宙リょこうを ゆめ貝て<CD>はじめた たたかいだったけど...<CF><D1><@LL,Ikki,02>まってろよ! カラス!","<@LL,Ikki,00><f08>Sigh.<f00>.. This is no time for a tournament.<CF><D1>This all started when my dream to travel to space began...<CF><D1><@LL,Ikki,02>Wait for me, Crow!"
005,0x22400a,"<@RL,Boy2,03>なななななな何?<CF><D1><@LL,Ikki,06>お おちついてよ カモメちゃん!<CD>今 ヘブンスタワ-に 入れないんだ<CF><D1>どうにかして 中に 入る ほうほう<CD>知らない?<CF><D1><@RL,Boy2,00>それなら ぼくの エアバイクで!<CF><D1><@LL,Ikki,03>でも ぼく うんてん できないから<CD>カモメちゃん してくれる?<CF><D1><@RL,Boy2,03>エアバイクは 1人のリなんだ!<CD>2人のると ほとんど 動かないよ!<CF><D1><@LL,Ikki,06>どうしたら...!?<CF><D1><@RL,Boy2,03>あ! お父さまの コレクションだ!<CD>あそこに「風のつばさ」が あるよ!<CF><D1><@LL,Ikki,06>すぐに 行こう!","<@RL,Boy2,03>W-w-w-w-w-w-what?<CF><D1><@LL,Ikki,06>G-Gull, calm down! I can't enter Heaven's Tower.<CF><D1>Is there any other way for me to go inside?<CF><D1><@RL,Boy2,00>You can use my airbike!<CF><D1><@LL,Ikki,03>I can't ride one though. Can I sit behind you?<CF><D1><@RL,Boy2,03>It's for one person only! The airbike won't budge if there are two people on it!<CF><D1><@LL,Ikki,06>Then how...!?<CF><D1><@RL,Boy2,03>Oh, there's  my father's collection! He has <f02>Wings of Wind<f00>!<CF><D1><@LL,Ikki,06>Let's get going!"
006,0x22400c,"<@RL,Boy2,03>だだだだから! そう にに兄さんが!<CF><D1><@RL,Butter,00>おじょうさま! おおおおおおお<CD>おちついて!<CF><D1><@RL,Boy2,03>おおおおおおおおおちついてるよ!<CD>だ だから ににににに兄さんがっ!<CF><D1><@RL,Butter,00>おぼおぼおぼおぼぼぼっちゃまが!?<CF><D1><@RL,Boy2,03>兄さんなんだってば-っ!<CF><D1><@RL,Butter,00>まあ! なんと!? それは大変!?<CF><D1><@RL,Boy2,03>ベベベつに それは大変じゃ ないよ!<CF><D1><@RL,Butter,00>そそそうでしたな!<CF><D1><@RL,Boy2,03>じゃ なくってさぁ! に 兄さんが!","<@RL,Boy2,03>L-l-l-like I said! B-b-big bro is--!<CF><D1><@RL,Butter,00>Milady! P-p-p-p-p-p-p-please calm down!<CF><D1><@RL,Boy2,03>I-I-I-I-I-I-I-I-I-I AM calm! L-like I said, b-b-b-b-b-big bro is--!<CF><D1><@RL,Butter,00>Y-y-y-y-y-young master!?<CF><D1><@RL,Boy2,03>I mean my big bro!<CF><D1><@RL,Butter,00>My! That sounds terrible!<CF><D1><@RL,Boy2,03>I-I-I didn't say anything yet!<CF><D1><@RL,Butter,00>Y-y-you're right!<CF><D1><@RL,Boy2,03>No! B-big bro is--!"
007,0x22400e,"<@RL,Butter,00>わわわわわ わたくしは どうしたら!<CF><D1>そそそ そうリは!? そうリは!?<CD>そうリは どこ-! ヘんじして-!","<@RL,Butter,00>W-w-w-w-w-what do I do!?<CF><D1>T-t-t-the prime minister! Where's the prime minister!? Prime minister! Answer me!"
008,0x224010,"<@LL,Ikki,06>あれ? おかしいな とびらが<CD>ひらかないぞ!?","<@LL,Ikki,06>Huh? That's weird, the door won't open!"
009,0x224012,"<@LL,Ikki,06>何で こんな時に!?<CD>ど どうしよう!","<@LL,Ikki,06>Why now!? W-what do I do now!?"
010,0x224014,"<@RL,Electra,00>ここから サキは<CD>ツウコウドメだよ!<CF><D1><@LL,Ikki,06>今 きみのあいてを<CD>してる場合じゃないんだ!","<@RL,Electra,00>This is a dead end for you!<CF><D1><@LL,Ikki,06>I have no time to play with you right now!"
011,0x224016,"<@LL,Ikki,02>じゃまを しないでくれ<CD>もう時間が ないんだ!<CF><D1><@RL,Electra,00>いいわよ 今は きえてアゲル!<CD>そのかわリ","<@LL,Ikki,02>Don't get in my way. I'm running out of time!<CF><D1><@RL,Electra,00>Sure, I'll leave you alone, but not before doing this!"
012,0x224018,"<@LL,Ikki,07>わあっ!<CF><D1><@RL,Electra,01>アッハハハハハ!","<@LL,Ikki,07>Woah!<CF><D1><@RL,Electra,01>Ahahahahaha!"
013,0x22401a,"<@LL,Ikki,05>うう...こんな時にっ<CD>いしき...が","<@LL,Ikki,05>Uuh... No... I'm getting..."
014,0x22401c,"<@RL,Samantha,03>カモメさま...<CD>ああ! なんて ステキな<CF><D1>ひびきなのぉ♥<CF><D1>学園のヤツを 1人 しめあげて<CD>聞き出した カモメという お名前の<CF><D1>あのお方は 今どこで<CD>何を しておられるのかしらぁ","<@RL,Samantha,03>My dear Gull... Aww~ He has such a wonderful name~♥<CF><D1>I got his name after I put one of the students in a chokehold.<CF><D1>I wonder what that person is doing right now."
