Index[#version],Pointer[#version|],Original,Translated
000,0x20c000,"<@RL,Erika,04>ま-だだよ-!<CF><D1><@LL,Ikki,00>(さがしに行かなきゃ<CD>おこるだろうなぁ...)","<@RL,Erika,04>Come find me!<CF><D1><@LL,Erika,00>(I guess I'll have to look for her...)"
001,0x20c002,"<@LL,Ikki,00>今のは 何だろう?","<@LL,Ikki,00>What was that just now?"
002,0x20c004,"<@LL,Ikki,04>アリカ 貝っけ!<CF><D1><@RL,Erika,04>じゃ ロボトルかいし!<CF><D1><@LL,Ikki,05>はあ!?","<@LL,Ikki,04>I found you, Erika!<CF><D1><@RL,Ikki,04>Then it's time to robattle!<CF><D1><@LL,Ikki,05>Huh!?"
003,0x20c006,"<@RL,Erika,01>あははは!","<@RL,Erika,01>Ahahaha!"
004,0x20c008,"<@LL,Ikki,07>あ! ちょっと<CF><D1><@RL,Erika,04>ま-だだよ-!<CF><D1><@LL,Ikki,05>アリカ...はぁ","<@LL,Ikki,07>Ah! Hang on a minute!<CF><D1><@RL,Ikki,04>Come find me!<CF><D1><@LL,Ikki,05>Arika... sigh..."
005#kabuto,0x20c00a,"<@RL,Metabee,00>おい! 何 とつぜん<CD>転送してくれてるんだよ!<CF><D1>人が デ-ト中だってのに!","<@RL,Metabee,00>Hey! What's with the sudden transfer? People are on dates here!"
005#kuwagata,0x20c00a,"<@RL,Rokusho,00>とつぜん よび出すな<CD>目が回る","<@RL,Rokusho,00>Suddenly getting called out like that puts me off-kilter."
006,0x20c00c,"<@LL,Ikki,05>しょうがないだろ? とつぜん<CD>ロボトル しかけられたんだから","<@LL,Ikki,05>What choice was there? I was suddenly challenged to a robattle."
007,0x20c00e,"<@RL,SwimmingMedabot,00><&BUF07>さん<CD>貝つけましたわ♥","<@RL,SwimmingMedabot,00><&BUF07>!<D3>I found you!♥"
008#kabuto,0x20c010,"<@RL,Metabee,00>レイさん♥","<@RL,Metabee,00>Rei ♥"
008#kuwagata,0x20c010,"<@RL,Rokusho,00>まだ しょうぶは ついていなかったな","<@RL,Rokusho,00>Well, the match isn't over yet."
009#kabuto,0x20c012,"<@RL,Metabee,00>いいかぁ! こんどは<CD>じゃますんなよな!","<@RL,Metabee,00>Listen here! Don't get in the way again!"
009#kuwagata,0x20c012,"<@RL,Rokusho,00>おれの方で けっちゃくを<CD>つけるまで よび出すなよ","<@RL,Rokusho,00>Don't call on me until I settle this."
010,0x20c014,"<@LL,Ikki,05>むリだと 思うよ","<@LL,Ikki,05>I think that's impossible."
011,0x20c016,"<@LL,Ikki,00>あ これ アリカのポッドだ","<@LL,Ikki,00>Ah, this is Erika's pod."
012,0x20c018,"<@RL,Man,00>むだんで しゃしんを とるとは<CD>けしからん!<CF><D1><@RL,Erika,03>ごめんなさい<CF><D1><@LL,Ikki,00>アリカ 貝っけ!","<@RL,Man,00>Taking photos without permission is inexcusable!<CF><D1><@RL,Man,03>Sorry.<CF><D1><@LL,Man,00>Erika, found you!"
013,0x20c01a,"<@RL,Erika,04>ロボトル ロボトル!","<@RL,Erika,04>Robattle, robattle!"
014,0x20c01c,"<@RL,Erika,04>あっははは!","<@RL,Erika,04>Ah-hahaha!"
015,0x20c01e,"<@LL,Ikki,05>また ぼくが オニ?<CF><D1><@RL,Erika,04>ま-だだよ-","<@LL,Ikki,05>I'm it again?<CF><D1><@RL,Ikki,04>Come find me."
016#kabuto,0x20c020,"<@RL,Metabee,00>お前なあ! こんどという<CD>こんどは...!","<@RL,Metabee,00>You! This time I'll, this time...!"
016#kuwagata,0x20c020,"<@RL,Rokusho,00>1勝2敗と いうところか","<@RL,Rokusho,00>1 win, 2 losses I'd say."
017#kabuto,0x20c022,"<@LL,Ikki,01>ま 気にするなって","<@LL,Ikki,01>Now now, don't worry about it."
017#kuwagata,0x20c022,"<@LL,Ikki,00>何が?","<@LL,Ikki,00>What?"
018,0x20c024,"<@RL,SwimmingMedabot,00><&BUF07>さん<CD>貝つけましたわ♥","<@RL,SwimmingMedabot,00>Found you, <&BUF07> ♥"
019#kabuto,0x20c026,"<@RL,Metabee,00>レイさん♥","<@RL,Metabee,00>Rei ♥"
019#kuwagata,0x20c026,"<@RL,Rokusho,00>次は おれが勝つ","<@RL,Rokusho,00>I'll win the next one."
020,0x20c028,"<@LL,Ikki,05>けっこ- 楽しそ-じゃん<CD>ははは...はぁ","<@LL,Ikki,05>Seems like they're having fun.<D3>Hahaha... Haa."
021,0x20c02a,"<@LL,Ikki,00>頭かくして しリかくさず!<CD>アリカ 貝っけ!!<CF><D1><@RL,Erika,04>リベンジ!","<@LL,Ikki,00>Hide your head and hide your rear! I found you, Erika!!<CF><D1><@RL,Ikki,04>Time for revenge!"
022,0x20c02c,"<@RL,Erika,01>あはははははは!","<@RL,Erika,01>Ahahahahahaha!"
023,0x20c02e,"<@LL,Ikki,05>あっ! またにげられた?!","<@LL,Ikki,05>Ah! She's running away again!?"
024#kabuto,0x20c030,"<@RL,Metabee,00><&BUF03>!!!!!!!<CF><D1><@LL,Ikki,05>もんくなら アリカに<CD>言ってくれよ-","<@RL,Metabee,00><&BUF03>!!!!!!!<CF><D1><@LL,Metabee,05>If you wanna complain, talk to Erika."
024#kuwagata,0x20c030,"<@RL,Rokusho,00>このおれが 2ども まけるとはな<CF><D1><@LL,Ikki,05>まだ メダロ-ドレ-スみたいなこと<CD>やってんの?","<@RL,Rokusho,00>This makes the second time I lost.<CF><D1><@LL,Rokusho,05>You're still doing that medarot race?"
025,0x20c032,"<@RL,Girl2,00>目の前で<CD>いちゃついて くれるじゃな-い?","<@RL,Girl2,00>Are you guys flirting right in front of me?"
