Index[#version],Pointer[#version|],Original,Translated
000,0x298000,レベルが上がると いどうスピ-ドと<CD>攻撃の かいひが アップする<CF>また メダルの 形がヘんかしたリ<CD>メダフォ-スを おぼえる<*03>,"As the Medal level increases,<D3>speed, evasion, even the style<CF>of the Medal changes, and<D3>Medaforces are learned too.<*03>"
001,0x298002,次のレベルアップに ひつような<CD>けいけんち<*03>,Experience is necessary to<D3>level up.<*03>
002,0x298004,メダルと パ-ツの<CD>せいしつを あらわす<*03>,This determines the properties<D3>of Medals and parts.<*03>
003,0x298006,行動する時に メダロットや パ-ツの<CD>どこを ねらうかを きめる<*03>,Determines which part and<D3>Medarot are attacked.<*03>
004,0x298008,脚部パ-ツを<CD>ねらって 行動する<*03>,Mainly aims at leg parts.<*03>
005,0x29800a,そうこうの 高いパ-ツを<CD>ねらって 行動する<*03>,Aims at parts with high<D3>performance.<*03>
006,0x29800c,症状が ついていない パ-ツを<CD>ねらって 行動する<*03>,Aims at parts without<D3>status effects.<*03>
007,0x29800e,「まもる」「せっち」行動の<CD>パ-ツを ねらって 行動する<*03>,Aims at parts with Protect<D3>and Set-up effects.<*03>
008,0x298010,「なおす」「とくしゅ」行動の<CD>パ-ツを ねらって 行動する<*03>,Aims at parts with Heal and<D3>Special effects.<*03>
009,0x298012,「なぐる」「がむしゃら」<CD>「うつ」「ねらいうち」攻撃の<CF>パ-ツを ねらって 行動する<CD><*03>,"Aims at parts with Strike,<D3>Berserk, Shoot, and<CF>Snipe effects.<*03>"
010,0x298014,ランダムにパ-ツを<CD>ねらって 行動する<*03>,Randomly aims.<*03>
011,0x298016,メダルと パ-ツの<CD>ぞくせいを 合わせると<CF>全ての行動せいこうちが アップする<*03>,Matching the attributes<D3>of the parts and Medals<CF>provides a boost to all<D3>effects.<*03>
012,0x298018,せんとう中 みかたのメダロットが<CD>2体同時に 中心にとうちゃくすると<CF>行動の せいこうちが アップする<CF>アップした じょうほうは<CD>メダルにも きおくされる<*03>,"If two allied Medarots reach<D3>the center simultaneously,<CF>then the effects are<D3>increased.<CF>The increased effect will be<D3>recorded to the Medal.<*03>"
013,0x29801a,行動するたびに パ-ツにたいおうした<CD>じゅくれんどが アップする<CF>じゅくれんどが 上がると<CD>行動の せいこうちが アップする<*03>,"Each time an action is<D3>performed, the skill level<CF>of the matching part is<D3>increased.<*03>"
014,0x29801c,1ばん ちかいてきに 攻撃をしかける<CD>クリティカルしやすい<CF>だいひょうてきな パ-ツは<CD>「ソ-ド」「サンダ-」<CF>この行動から 次の行動まで<CD>「ぼうぎょ」が できない<*03>,"Attacks the nearest enemy,<D3>it has a high critical chance.<CF>Some example parts are<D3>Sword and Thunder.<CF>Until its next turn, it<D3>can not be Defended.<*03>"
015,0x29801e,ねらったあいてに 攻撃をしかける<CD><CF>だいひょうてきな パ-ツは<CD>「ライフル」「レ-ザ-」<CF>攻撃をおこなう 行動の中では<CD>ゆいいつ ペナルティがない<*03>,Some example parts are<D3>Rifle and Laser.<CF>It's the only action<D3>that has no penalty.<*03>
016,0x298020,1ばん ちかいてきに<CD>全力で 攻撃をしかける<CF>すいしんで ダメ-ジが アップする<CD>かんつうする パ-ツも おおい<CF>だいひょうてきな パ-ツは<CD>「ハンマ-」「フリ-ズ」<CF>この行動から 次の行動まで<CD>「かいひ」「ぼうぎょ」が できない<*03>,"An all out attack on<D3>the nearest opponent.<CF>The damage is increased<D3>in accordance with propulsion.<CF>Some example parts are<D3>Hammer and Freeze.<CF>Until the next turn, the user can't<D3>Evade or Defend.<*03>"""
017,0x298022,ねらったあいてに 攻撃をしかける<CD>かなリ クリティカルしやすい<CF>だいひょうてきな パ-ツは<CD>「ガトリング」「ビ-ム」<CF>この行動から 次の行動まで<CD>「かいひ」が できない<*03>,"A targeted attack with<D3>a high critical chance.<CF>Some example parts are<D3>Gatling and Beam.<CF>Until the next turn, the user can't<D3>Evade.<*03>"
