Index[#version],Pointer[#version|],Original,Translated
000,0x95da7,<SFF>これを 使うと ロボトルから<CD>にげられるんだ<*02>,<SFF>Use this to run away from<D3>Robattles.<*02>
001,0x95da9,<SFF>12こ入リの タマゴパック<CD>さくら色の タマゴが ならんでる<*02>,<SFF>A dozen pack of eggs.<D3>The eggs are colored pink.<*02>
002,0x95dab,<SFF>ミニミニ光せんで あら ふしぎ!<CD>何でも 小さく なっちゃうよ<*02>,<SFF>The Mini-Mini Ray. Can shrink<D3>anything! How interesting!<*02>
003,0x95dad,<SFF>これが あれば<CD>町の つながリが 分かるよ!<*02>,<SFF>Use this to know the<D3>layout of the town!<*02>
004,0x95daf,<SFF>メダリンピック<CD>だいひょう選手の あかし!<*02>,<SFF>Proof that you are a<D3>Medalympics entrant!<*02>
005,0x95db1,<SFF>花園学園の せいとの あかし!<CD>お金もち気分が あじわえるかも!?<*02>,<SFF>Worn by Hanazono students.<D3>Maybe you could look rich by<D3>wearing this!<*02>
006,0x95db3,<SFF>メダロット「ヴェイパ-レ-ル」で<CD>まちを かっとばす!<*02>,"<SFF>Quickly travel around town<D3>using ""Vapor-Rail""!<*02>"
007,0x95db5,<SFF>とリあげられていた<CD>ハチロウのメダル<*02>,<SFF>Medal that was stolen<D3>from Hachiro.<*02>
008,0x95db7,<SFF>はくしの メダル<CD>どんなメダルに なるのかな?<*02>,<SFF>A blank Medal. Just what<D3>kind of Medal could it be?<*02>
009,0x95db9,<SFF>メダロット社の ひみつの場所に<CD>入ることが できるよ<*02>,<SFF>This allows you to enter the<D3><f01>Medarot Company<f00>'s secret room.<*02>
010,0x95dbb,<SFF>あわてんぼうの 先生が<CD>わすれていった じゅぎょうのどうぐ<*02>,<SFF>One of the tools that<D3>flustered teacher left behind.<*02>
011,0x95dbd,<SFF>メダロットの コガネが<CD>いっしょうけんめい そだてた花<*02>,<SFF>One of the flowers Kogane<D3>worked hard to take care of.<*02>
012,0x95dbf,<SFF>「マリンエキスプレス」ヘの<CD>じょうしゃけん<*02>,<SFF>A ticket for the<D3><f02>Marine Express<f00>.<*02>
013,0x95dc1,<SFF>やさしい心を もつ メダロット<CD>コガネの メダル<*02>,<SFF>Kogane's Medal.<D3>A very kindhearted Medarot.<*02>
014,0x95dc3,<SFF>えが 入った 6負かヘい石<CD>土と はっぱが かかれてる<*02>,<SFF>A six-sided fossil. It has a<D3>carving of soil and grass on it.<*02>
