Index[#version],Pointer[#version|],Original,Translated
000,0x94000,男型ティンペットを手に入れた!,Received a male Tinpet!
001,0x94002,女型ティンペットを手に入れた!,Received a female Tinpet!
002,0x94004,あっ!<CD>これいじょう 持てないや!<CF>ティンペットをあきらめた!,Oops! You can't carry any more Tinpets!<CF>You gave up the Tinpet.
003,0x94006,メダロットが<CD>1体も 租まれていません!<CF>メダロットを 租んでください,You need at least one fully assembled Medarot!<CF>Please assemble one of your Medarots.
004,0x94008,あっ!<CD>このメダルは すでに持っているぞ!<CF>メダルをあきらめた!,Oops!<D3>You already have this Medal!<CF>You gave up the Medal!
005,0x9400a,デ-タをセ-ブしました!<S1E><*04>,Game data saved!<S1E><*04>
006,0x9400c,ロボロボメダルを使いますか?<*04>,Use a RoboRobo Medal?<*04>
007,0x9400e,せんとうから にげられた!!<*02>,Escaped from the battle!<*02>
008,0x94010,「<&BUF06>」を てにいれた,<&BUF06> obtained.
009,0x94012,「<&BUF06>」が なくなった,<&BUF06> was lost.
010,0x94014,これいじょう もてない!,Can't hold any more!
011,0x94016,<&BUF03>は<CD>「<&BUF06>」を もってない,<&BUF03> does not have <&BUF06>.
012,0x94018,<&BUF03>は<CD><&BUF06>0¥を てにいれた,<&BUF03> got ¥<&BUF06>0.
013,0x9401a,<&BUF06>0¥ なくなった,¥<&BUF06>0 was lost.
014,0x9401c,<&BUF06>を てにいれた,Received <&BUF06>.
015,0x9401e,<&BUF06>が なくなった,<&BUF06> was lost.
016,0x94020,パシャ!<*04>,Click!<*04>
017,0x94022,パシャ パシャ!<*04>,Click click!<*04>
018,0x94024,「<&BUF06>」メダルを<CD>てにいれた,Received the <&BUF06> Medal.
019,0x94026,このメダルは すでに もっている,I already have that Medal.
020,0x94028,あたまパ-ツ<CD>「<&BUF06>」を てにいれた,Received the head part <&BUF06>.
021,0x9402a,みぎうでパ-ツ<CD>「<&BUF06>」を てにいれた,Received the right arm part <&BUF06>.
